codigo,nombre,origen_municipio_nombre,destino_municipio_nombre,tipo_via_codigo,distancia_km,tiempo_promedio_minutos,estado_transitabilidad
TRM_264_295_0947,Tramo RN-9 Salcajá (Tactic - Morales) - Ref 948,Tactic,Morales,ACUATICA,13.81,33,BUENO
TRM_265_296_0948,Tramo RN-11 Panajachel (Tamahú - Los Amates) - Ref 949,Tamahú,Los Amates,INTERAMERICANA,71.38,189,BUENO
TRM_266_297_0949,Tramo RN-9 Salcajá (Tucurú - Zacapa) - Ref 950,Tucurú,Zacapa,INTERAMERICANA,44.59,82,BUENO
TRM_267_298_0950,Tramo RN-7 Cobán-Quiché (Panzós - Estanzuela) - Ref 951,Panzós,Estanzuela,NACIONAL_ASFALTO,21.93,27,BUENO
TRM_268_299_0951,Tramo CA-1 Occidente (Senahú - Río Hondo) - Ref 952,Senahú,Río Hondo,TERRACERIA,47.08,82,BUENO
TRM_269_300_0952,Tramo RN-7 Cobán-Quiché (San Pedro Carchá - Gualán) - Ref 953,San Pedro Carchá,Gualán,TERRACERIA,21.01,37,BUENO
TRM_270_301_0953,Tramo Ruta Nacional RN-1 (San Juan Chamelco - Teculután) - Ref 954,San Juan Chamelco,Teculután,INTERAMERICANA,66.64,97,BLOQUEADO
TRM_271_302_0954,Tramo CA-1 Occidente (Lanquín - Usumatlán) - Ref 955,Lanquín,Usumatlán,PEATONAL,46.04,134,BUENO
TRM_272_303_0955,Tramo CA-1 Occidente (Cahabón - Cabañas) - Ref 956,Cahabón,Cabañas,PEATONAL,74.53,112,BUENO
TRM_273_304_0956,Tramo CA-1 Occidente (Chisec - San Diego) - Ref 957,Chisec,San Diego,PEATONAL,20.16,56,BUENO
TRM_274_305_0957,Tramo Ruta Nacional RN-1 (Chahal - La Unión) - Ref 958,Chahal,La Unión,PEATONAL,63.23,199,BUENO
TRM_275_306_0958,Tramo RN-9 Salcajá (Fray Bartolomé de Las Casas - Huité) - Ref 959,Fray Bartolomé de Las Casas,Huité,ACUATICA,25.05,78,REGULAR
TRM_276_307_0959,Tramo Ruta Nacional RN-1 (Santa Catalina La Tinta - San Jorge) - Ref 960,Santa Catalina La Tinta,San Jorge,INTERAMERICANA,56.56,112,BUENO
TRM_277_308_0960,Tramo Ruta Nacional RN-1 (Raxruhá - Chiquimula) - Ref 961,Raxruhá,Chiquimula,NACIONAL_ASFALTO,69.39,186,BUENO
TRM_278_309_0961,Tramo RN-11 Panajachel (Flores - San José La Arada) - Ref 962,Flores,San José La Arada,PEATONAL,74.54,221,REGULAR
TRM_279_310_0962,Tramo RN-15 Sacapulas (San José - San Juan Ermita) - Ref 963,San José,San Juan Ermita,PEATONAL,74.47,238,REGULAR
TRM_280_311_0963,Tramo CA-1 Occidente (San Benito - Jocotán) - Ref 964,San Benito,Jocotán,TERRACERIA,40.52,52,BUENO
TRM_281_312_0964,Tramo RN-7 Cobán-Quiché (San Andrés - Camotán) - Ref 965,San Andrés,Camotán,INTERAMERICANA,8.06,18,BUENO
TRM_282_313_0965,Tramo RN-9 Salcajá (La Libertad - Olopa) - Ref 966,La Libertad,Olopa,INTERAMERICANA,42.02,109,BUENO
TRM_283_314_0966,Tramo Ruta Nacional RN-1 (San Francisco - Esquipulas) - Ref 967,San Francisco,Esquipulas,NACIONAL_ASFALTO,10.24,15,BUENO
TRM_284_315_0967,Tramo Ruta Nacional RN-1 (Santa Ana - Concepción Las Minas) - Ref 968,Santa Ana,Concepción Las Minas,NACIONAL_ASFALTO,21.93,59,REGULAR
TRM_285_316_0968,Tramo CA-1 Occidente (Dolores - Quezaltepeque) - Ref 969,Dolores,Quezaltepeque,PEATONAL,14.09,49,BUENO
TRM_286_317_0969,Tramo RN-7 Cobán-Quiché (San Luis - San Jacinto) - Ref 970,San Luis,San Jacinto,TERRACERIA,56.35,105,MALO
TRM_287_318_0970,Tramo RN-9 Salcajá (Sayaxché - Ipala) - Ref 971,Sayaxché,Ipala,TERRACERIA,39.58,113,BUENO
TRM_288_319_0971,Tramo RN-11 Panajachel (Melchor de Mencos - Jalapa) - Ref 972,Melchor de Mencos,Jalapa,NACIONAL_ASFALTO,22.53,41,BUENO
TRM_289_320_0972,Tramo RN-15 Sacapulas (Poptún - San Pedro Pinula) - Ref 973,Poptún,San Pedro Pinula,NACIONAL_ASFALTO,34.36,66,REGULAR
TRM_290_321_0973,Tramo RN-7 Cobán-Quiché (Las Cruces - San Luis Jilotepeque) - Ref 974,Las Cruces,San Luis Jilotepeque,NACIONAL_ASFALTO,15.58,22,BUENO
TRM_291_322_0974,Tramo RN-15 Sacapulas (El Chal - San Manuel Chaparrón) - Ref 975,El Chal,San Manuel Chaparrón,NACIONAL_ASFALTO,21.22,67,BUENO
TRM_292_323_0975,Tramo RN-15 Sacapulas (Puerto Barrios - San Carlos Alzatate) - Ref 976,Puerto Barrios,San Carlos Alzatate,NACIONAL_ASFALTO,42.86,53,BUENO
TRM_293_324_0976,Tramo RN-7 Cobán-Quiché (Lívingston - Monjas) - Ref 977,Lívingston,Monjas,ACUATICA,29.16,88,BUENO
TRM_294_325_0977,Tramo Ruta Nacional RN-1 (El Estor - Mataquescuintla) - Ref 978,El Estor,Mataquescuintla,INTERAMERICANA,18.15,62,BUENO
TRM_295_326_0978,Tramo RN-7 Cobán-Quiché (Morales - Jutiapa) - Ref 979,Morales,Jutiapa,INTERAMERICANA,28.92,51,BUENO
TRM_296_327_0979,Tramo RN-7 Cobán-Quiché (Los Amates - El Progreso) - Ref 980,Los Amates,El Progreso,ACUATICA,36.05,105,REGULAR
TRM_297_328_0980,Tramo Ruta Nacional RN-1 (Zacapa - Santa Catarina Mita) - Ref 981,Zacapa,Santa Catarina Mita,TERRACERIA,67.2,202,BUENO
TRM_298_329_0981,Tramo RN-9 Salcajá (Estanzuela - Agua Blanca) - Ref 982,Estanzuela,Agua Blanca,ACUATICA,56.25,91,BUENO
TRM_299_330_0982,Tramo RN-7 Cobán-Quiché (Río Hondo - Asunción Mita) - Ref 983,Río Hondo,Asunción Mita,PEATONAL,54.07,101,MALO
TRM_300_331_0983,Tramo CA-1 Occidente (Gualán - Yupiltepeque) - Ref 984,Gualán,Yupiltepeque,TERRACERIA,36.17,88,BUENO
TRM_301_332_0984,Tramo Ruta Nacional RN-1 (Teculután - Atescatempa) - Ref 985,Teculután,Atescatempa,PEATONAL,66.96,156,BUENO
TRM_302_333_0985,Tramo Ruta Nacional RN-1 (Usumatlán - Jerez) - Ref 986,Usumatlán,Jerez,PEATONAL,30.55,65,BUENO
TRM_303_334_0986,Tramo RN-9 Salcajá (Cabañas - El Adelanto) - Ref 987,Cabañas,El Adelanto,PEATONAL,56.96,157,REGULAR
TRM_304_335_0987,Tramo Ruta Nacional RN-1 (San Diego - Zapotitlán) - Ref 988,San Diego,Zapotitlán,NACIONAL_ASFALTO,23.49,66,BUENO
TRM_305_336_0988,Tramo RN-7 Cobán-Quiché (La Unión - Comapa) - Ref 989,La Unión,Comapa,ACUATICA,57.89,163,MALO
TRM_306_337_0989,Tramo CA-1 Occidente (Huité - Jalpatagua) - Ref 990,Huité,Jalpatagua,NACIONAL_ASFALTO,11.59,24,BUENO
TRM_307_338_0990,Tramo RN-15 Sacapulas (San Jorge - Conguaco) - Ref 991,San Jorge,Conguaco,PEATONAL,46.2,157,BUENO
TRM_308_339_0991,Tramo RN-15 Sacapulas (Chiquimula - Moyuta) - Ref 992,Chiquimula,Moyuta,TERRACERIA,7.59,24,BUENO
TRM_309_340_0992,Tramo RN-11 Panajachel (San José La Arada - Pasaco) - Ref 993,San José La Arada,Pasaco,INTERAMERICANA,55.27,167,REGULAR
TRM_310_341_0993,Tramo CA-1 Occidente (San Juan Ermita - San José Acatempa) - Ref 994,San Juan Ermita,San José Acatempa,ACUATICA,26.31,32,BUENO
TRM_311_342_0994,Tramo RN-7 Cobán-Quiché (Jocotán - Quesada) - Ref 995,Jocotán,Quesada,TERRACERIA,40.14,99,BUENO
TRM_312_1_0995,Tramo Ruta Nacional RN-1 (Camotán - Lago De Amatitlan) - Ref 996,Camotán,Lago De Amatitlan,TERRACERIA,26.11,83,BUENO
TRM_313_2_0996,Tramo RN-9 Salcajá (Olopa - Guatemala) - Ref 997,Olopa,Guatemala,PEATONAL,51.76,168,BUENO
TRM_314_3_0997,Tramo Ruta Nacional RN-1 (Esquipulas - Santa Catarina Pinula) - Ref 998,Esquipulas,Santa Catarina Pinula,INTERAMERICANA,29.98,100,BUENO
TRM_315_4_0998,Tramo RN-7 Cobán-Quiché (Concepción Las Minas - San José Pinula) - Ref 999,Concepción Las Minas,San José Pinula,ACUATICA,13.62,41,REGULAR
TRM_316_5_0999,Tramo RN-7 Cobán-Quiché (Quezaltepeque - San José del Golfo) - Ref 1000,Quezaltepeque,San José del Golfo,PEATONAL,5.59,19,REGULAR
TRM_317_6_1000,Tramo RN-15 Sacapulas (San Jacinto - Palencia) - Ref 1001,San Jacinto,Palencia,PEATONAL,21.78,27,BUENO
TRM_318_7_1001,Tramo RN-7 Cobán-Quiché (Ipala - Chinautla) - Ref 1002,Ipala,Chinautla,INTERAMERICANA,66.81,195,MALO
TRM_319_8_1002,Tramo RN-11 Panajachel (Jalapa - San Pedro Ayampuc) - Ref 1003,Jalapa,San Pedro Ayampuc,ACUATICA,46.32,120,MALO
TRM_320_9_1003,Tramo RN-7 Cobán-Quiché (San Pedro Pinula - Mixco) - Ref 1004,San Pedro Pinula,Mixco,PEATONAL,49.78,68,BUENO
TRM_321_10_1004,Tramo Ruta Nacional RN-1 (San Luis Jilotepeque - San Pedro Sacatepéquez) - Ref 1005,San Luis Jilotepeque,San Pedro Sacatepéquez,PEATONAL,42.7,96,BUENO
TRM_322_11_1005,Tramo RN-11 Panajachel (San Manuel Chaparrón - San Juan Sacatepéquez) - Ref 1006,San Manuel Chaparrón,San Juan Sacatepéquez,PEATONAL,36.25,114,BUENO
TRM_323_12_1006,Tramo RN-15 Sacapulas (San Carlos Alzatate - San Raimundo) - Ref 1007,San Carlos Alzatate,San Raimundo,TERRACERIA,69.22,197,BUENO
TRM_324_13_1007,Tramo RN-9 Salcajá (Monjas - Chuarrancho) - Ref 1008,Monjas,Chuarrancho,INTERAMERICANA,5.56,12,BUENO
TRM_325_14_1008,Tramo RN-7 Cobán-Quiché (Mataquescuintla - Fraijanes) - Ref 1009,Mataquescuintla,Fraijanes,NACIONAL_ASFALTO,12.96,27,BUENO
TRM_326_15_1009,Tramo RN-7 Cobán-Quiché (Jutiapa - Amatitlán) - Ref 1010,Jutiapa,Amatitlán,INTERAMERICANA,40.21,54,BUENO
TRM_327_16_1010,Tramo RN-9 Salcajá (El Progreso - Villa Nueva) - Ref 1011,El Progreso,Villa Nueva,INTERAMERICANA,52.78,157,REGULAR
TRM_328_17_1011,Tramo Ruta Nacional RN-1 (Santa Catarina Mita - Villa Canales) - Ref 1012,Santa Catarina Mita,Villa Canales,INTERAMERICANA,38.51,126,BUENO
TRM_329_18_1012,Tramo Ruta Nacional RN-1 (Agua Blanca - Petapa) - Ref 1013,Agua Blanca,Petapa,NACIONAL_ASFALTO,54.79,169,REGULAR
TRM_330_19_1013,Tramo RN-15 Sacapulas (Asunción Mita - Guastatoya) - Ref 1014,Asunción Mita,Guastatoya,NACIONAL_ASFALTO,72.96,100,BUENO
TRM_331_20_1014,Tramo RN-11 Panajachel (Yupiltepeque - Morazán) - Ref 1015,Yupiltepeque,Morazán,PEATONAL,28.25,70,BUENO
TRM_332_21_1015,Tramo Ruta Nacional RN-1 (Atescatempa - San Agustín Acasaguastlán) - Ref 1016,Atescatempa,San Agustín Acasaguastlán,TERRACERIA,31.95,60,BUENO
TRM_333_22_1016,Tramo RN-15 Sacapulas (Jerez - San Cristóbal Acasaguastlán) - Ref 1017,Jerez,San Cristóbal Acasaguastlán,TERRACERIA,54.01,146,BUENO
TRM_334_23_1017,Tramo RN-9 Salcajá (El Adelanto - El Jícaro) - Ref 1018,El Adelanto,El Jícaro,PEATONAL,45.61,72,BUENO
TRM_335_24_1018,Tramo RN-15 Sacapulas (Zapotitlán - Sanarate) - Ref 1019,Zapotitlán,Sanarate,ACUATICA,9.62,21,BUENO
TRM_336_25_1019,Tramo Ruta Nacional RN-1 (Comapa - Sansare) - Ref 1020,Comapa,Sansare,ACUATICA,39.28,58,BUENO
