id_tecnica,codigo,nombre,origen_historico,descripcion
637,JADE_PULIDO_GT1201,Pulido de Jade de San Marcos,Técnica heredada de generación en generación en San Marcos.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Marcos.
638,AFINACION_ACUSTICA_GT1201,Afinación Acústica de Teclados de San Marcos,Técnica heredada de generación en generación en San Marcos.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Marcos.
639,PINTURA_PRIMITIVA_GT1201,Pintura Primitivista de San Marcos,Técnica heredada de generación en generación en San Marcos.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Marcos.
640,TEJIDO_MIMBRE_GT1201,Tejido en Fibras de Mimbre de San Marcos,Técnica heredada de generación en generación en San Marcos.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Marcos.
641,TELAR_CINTURA_GT1202,Telar de Cintura de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Pedro Sacatepéquez.
642,TELAR_PIE_GT1202,Telar de Pie de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Pedro Sacatepéquez.
643,JASPEADO_HILO_GT1202,Jaspeado de Hilos de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Pedro Sacatepéquez.
644,BARRO_MODELADO_GT1202,Barro Modelado a Mano de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Pedro Sacatepéquez."
645,BARRO_TORNO_GT1202,Barro en Torno de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Pedro Sacatepéquez.
646,TALLADO_CEDRO_GT1202,Tallado en Madera de Cedro de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Pedro Sacatepéquez.
647,JADE_PULIDO_GT1202,Pulido de Jade de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Pedro Sacatepéquez.
648,AFINACION_ACUSTICA_GT1202,Afinación Acústica de Teclados de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Pedro Sacatepéquez.
649,PINTURA_PRIMITIVA_GT1202,Pintura Primitivista de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Pedro Sacatepéquez.
650,TEJIDO_MIMBRE_GT1202,Tejido en Fibras de Mimbre de San Pedro Sacatepéquez,Técnica heredada de generación en generación en San Pedro Sacatepéquez.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Pedro Sacatepéquez.
651,TELAR_CINTURA_GT1203,Telar de Cintura de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Antonio Sacatepéquez.
652,TELAR_PIE_GT1203,Telar de Pie de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Antonio Sacatepéquez.
653,JASPEADO_HILO_GT1203,Jaspeado de Hilos de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Antonio Sacatepéquez.
654,BARRO_MODELADO_GT1203,Barro Modelado a Mano de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Antonio Sacatepéquez."
655,BARRO_TORNO_GT1203,Barro en Torno de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Antonio Sacatepéquez.
656,TALLADO_CEDRO_GT1203,Tallado en Madera de Cedro de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Antonio Sacatepéquez.
657,JADE_PULIDO_GT1203,Pulido de Jade de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Antonio Sacatepéquez.
658,AFINACION_ACUSTICA_GT1203,Afinación Acústica de Teclados de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Antonio Sacatepéquez.
659,PINTURA_PRIMITIVA_GT1203,Pintura Primitivista de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Antonio Sacatepéquez.
660,TEJIDO_MIMBRE_GT1203,Tejido en Fibras de Mimbre de San Antonio Sacatepéquez,Técnica heredada de generación en generación en San Antonio Sacatepéquez.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Antonio Sacatepéquez.
661,TELAR_CINTURA_GT1204,Telar de Cintura de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Comitancillo.
662,TELAR_PIE_GT1204,Telar de Pie de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Comitancillo.
663,JASPEADO_HILO_GT1204,Jaspeado de Hilos de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Comitancillo.
664,BARRO_MODELADO_GT1204,Barro Modelado a Mano de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en Comitancillo."
665,BARRO_TORNO_GT1204,Barro en Torno de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en Comitancillo.
666,TALLADO_CEDRO_GT1204,Tallado en Madera de Cedro de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en Comitancillo.
667,JADE_PULIDO_GT1204,Pulido de Jade de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en Comitancillo.
668,AFINACION_ACUSTICA_GT1204,Afinación Acústica de Teclados de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en Comitancillo.
669,PINTURA_PRIMITIVA_GT1204,Pintura Primitivista de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en Comitancillo.
670,TEJIDO_MIMBRE_GT1204,Tejido en Fibras de Mimbre de Comitancillo,Técnica heredada de generación en generación en Comitancillo.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en Comitancillo.
671,TELAR_CINTURA_GT1205,Telar de Cintura de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en San Miguel Ixtahuacán.
672,TELAR_PIE_GT1205,Telar de Pie de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en San Miguel Ixtahuacán.
673,JASPEADO_HILO_GT1205,Jaspeado de Hilos de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en San Miguel Ixtahuacán.
674,BARRO_MODELADO_GT1205,Barro Modelado a Mano de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,"Moldeado directo de la arcilla sin torno, usando quemado al aire libre. Especialidad local desarrollada en San Miguel Ixtahuacán."
675,BARRO_TORNO_GT1205,Barro en Torno de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Modelado de piezas cerámicas circulares y simétricas con torno tradicional. Especialidad local desarrollada en San Miguel Ixtahuacán.
676,TALLADO_CEDRO_GT1205,Tallado en Madera de Cedro de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Cincelado artesanal de madera noble para máscaras y cofres. Especialidad local desarrollada en San Miguel Ixtahuacán.
677,JADE_PULIDO_GT1205,Pulido de Jade de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Corte y abrasión fina de piedra de jadeita con herramientas de diamante. Especialidad local desarrollada en San Miguel Ixtahuacán.
678,AFINACION_ACUSTICA_GT1205,Afinación Acústica de Teclados de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Técnica de desbaste de tablillas de hormigo para dar afinación precisa. Especialidad local desarrollada en San Miguel Ixtahuacán.
679,PINTURA_PRIMITIVA_GT1205,Pintura Primitivista de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Estilo pictórico detallista y plano que muestra paisajes y ferias locales. Especialidad local desarrollada en San Miguel Ixtahuacán.
680,TEJIDO_MIMBRE_GT1205,Tejido en Fibras de Mimbre de San Miguel Ixtahuacán,Técnica heredada de generación en generación en San Miguel Ixtahuacán.,Entramado artesanal de fibras flexibles para cestería y sopladores. Especialidad local desarrollada en San Miguel Ixtahuacán.
681,TELAR_CINTURA_GT1206,Telar de Cintura de Concepción Tutuapa,Técnica heredada de generación en generación en Concepción Tutuapa.,Técnica milenaria de tejido suspendida sobre la cintura del tejedor. Especialidad local desarrollada en Concepción Tutuapa.
682,TELAR_PIE_GT1206,Telar de Pie de Concepción Tutuapa,Técnica heredada de generación en generación en Concepción Tutuapa.,Técnica de tejido en telar de pedal introducido en la época colonial. Especialidad local desarrollada en Concepción Tutuapa.
683,JASPEADO_HILO_GT1206,Jaspeado de Hilos de Concepción Tutuapa,Técnica heredada de generación en generación en Concepción Tutuapa.,Técnica de teñido por reserva mediante amarrado de hilos antes de tejer. Especialidad local desarrollada en Concepción Tutuapa.
