id_material,codigo,nombre,descripcion
968,LANA_OVEJA_GT1311,Lana de Oveja Natural Seleccionado de La Libertad,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de La Libertad.
969,FIBRA_MIMBRE_GT1311,Fibras de Mimbre Seleccionado de La Libertad,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de La Libertad.
970,PINTURA_ACRILICA_GT1311,Pintura Acrílica Profesional Seleccionado de La Libertad,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de La Libertad.
971,ALGODON_BLANCO_GT1312,Hilo de Algodón Blanco Seleccionado de La Democracia,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de La Democracia.
972,ALGODON_CUYUSCATE_GT1312,Hilo de Algodón Cuyuscate Natural Seleccionado de La Democracia,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de La Democracia.
973,BARRO_ROJO_GT1312,Arcilla de Barro Rojo Seleccionado de La Democracia,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de La Democracia.
974,JADE_JADEITA_GT1312,Jadeita Verde Seleccionado de La Democracia,Jadeita Verde de alta calidad recolectado en las zonas montañosas de La Democracia.
975,MADERA_HORMIGO_GT1312,Madera de Hormigo Seleccionado de La Democracia,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de La Democracia.
976,MADERA_CEDRO_GT1312,Madera de Cedro Seleccionado de La Democracia,Madera de Cedro de alta calidad recolectado en las zonas montañosas de La Democracia.
977,TINTE_NATURAL_MORAS_GT1312,Tinte Orgánico de Moras de La Democracia,Tinte de origen vegetal/animal obtenido de Moras en La Democracia.
978,LANA_OVEJA_GT1312,Lana de Oveja Natural Seleccionado de La Democracia,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de La Democracia.
979,FIBRA_MIMBRE_GT1312,Fibras de Mimbre Seleccionado de La Democracia,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de La Democracia.
980,PINTURA_ACRILICA_GT1312,Pintura Acrílica Profesional Seleccionado de La Democracia,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de La Democracia.
981,ALGODON_BLANCO_GT1313,Hilo de Algodón Blanco Seleccionado de San Miguel Acatán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
982,ALGODON_CUYUSCATE_GT1313,Hilo de Algodón Cuyuscate Natural Seleccionado de San Miguel Acatán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
983,BARRO_ROJO_GT1313,Arcilla de Barro Rojo Seleccionado de San Miguel Acatán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
984,JADE_JADEITA_GT1313,Jadeita Verde Seleccionado de San Miguel Acatán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
985,MADERA_HORMIGO_GT1313,Madera de Hormigo Seleccionado de San Miguel Acatán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
986,MADERA_CEDRO_GT1313,Madera de Cedro Seleccionado de San Miguel Acatán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
987,TINTE_NATURAL_CAMPANILLA_GT1313,Tinte Orgánico de Campanilla de San Miguel Acatán,Tinte de origen vegetal/animal obtenido de Campanilla en San Miguel Acatán.
988,LANA_OVEJA_GT1313,Lana de Oveja Natural Seleccionado de San Miguel Acatán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
989,FIBRA_MIMBRE_GT1313,Fibras de Mimbre Seleccionado de San Miguel Acatán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
990,PINTURA_ACRILICA_GT1313,Pintura Acrílica Profesional Seleccionado de San Miguel Acatán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Miguel Acatán.
991,ALGODON_BLANCO_GT1314,Hilo de Algodón Blanco Seleccionado de San Rafael La Independencia,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
992,ALGODON_CUYUSCATE_GT1314,Hilo de Algodón Cuyuscate Natural Seleccionado de San Rafael La Independencia,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
993,BARRO_ROJO_GT1314,Arcilla de Barro Rojo Seleccionado de San Rafael La Independencia,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
994,JADE_JADEITA_GT1314,Jadeita Verde Seleccionado de San Rafael La Independencia,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
995,MADERA_HORMIGO_GT1314,Madera de Hormigo Seleccionado de San Rafael La Independencia,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
996,MADERA_CEDRO_GT1314,Madera de Cedro Seleccionado de San Rafael La Independencia,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
997,TINTE_NATURAL_CANELA_GT1314,Tinte Orgánico de Canela de San Rafael La Independencia,Tinte de origen vegetal/animal obtenido de Canela en San Rafael La Independencia.
998,LANA_OVEJA_GT1314,Lana de Oveja Natural Seleccionado de San Rafael La Independencia,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
999,FIBRA_MIMBRE_GT1314,Fibras de Mimbre Seleccionado de San Rafael La Independencia,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
1000,PINTURA_ACRILICA_GT1314,Pintura Acrílica Profesional Seleccionado de San Rafael La Independencia,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Rafael La Independencia.
1001,ALGODON_BLANCO_GT1315,Hilo de Algodón Blanco Seleccionado de Todos Santos Cuchumatán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1002,ALGODON_CUYUSCATE_GT1315,Hilo de Algodón Cuyuscate Natural Seleccionado de Todos Santos Cuchumatán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1003,BARRO_ROJO_GT1315,Arcilla de Barro Rojo Seleccionado de Todos Santos Cuchumatán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1004,JADE_JADEITA_GT1315,Jadeita Verde Seleccionado de Todos Santos Cuchumatán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1005,MADERA_HORMIGO_GT1315,Madera de Hormigo Seleccionado de Todos Santos Cuchumatán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1006,MADERA_CEDRO_GT1315,Madera de Cedro Seleccionado de Todos Santos Cuchumatán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1007,TINTE_NATURAL_COCHINILLA_GT1315,Tinte Orgánico de Cochinilla de Todos Santos Cuchumatán,Tinte de origen vegetal/animal obtenido de Cochinilla en Todos Santos Cuchumatán.
1008,LANA_OVEJA_GT1315,Lana de Oveja Natural Seleccionado de Todos Santos Cuchumatán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1009,FIBRA_MIMBRE_GT1315,Fibras de Mimbre Seleccionado de Todos Santos Cuchumatán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1010,PINTURA_ACRILICA_GT1315,Pintura Acrílica Profesional Seleccionado de Todos Santos Cuchumatán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de Todos Santos Cuchumatán.
1011,ALGODON_BLANCO_GT1316,Hilo de Algodón Blanco Seleccionado de San Juan Atitán,Hilo de Algodón Blanco de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
1012,ALGODON_CUYUSCATE_GT1316,Hilo de Algodón Cuyuscate Natural Seleccionado de San Juan Atitán,Hilo de Algodón Cuyuscate Natural de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
1013,BARRO_ROJO_GT1316,Arcilla de Barro Rojo Seleccionado de San Juan Atitán,Arcilla de Barro Rojo de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
1014,JADE_JADEITA_GT1316,Jadeita Verde Seleccionado de San Juan Atitán,Jadeita Verde de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
1015,MADERA_HORMIGO_GT1316,Madera de Hormigo Seleccionado de San Juan Atitán,Madera de Hormigo de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
1016,MADERA_CEDRO_GT1316,Madera de Cedro Seleccionado de San Juan Atitán,Madera de Cedro de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
1017,TINTE_NATURAL_AÑIL_GT1316,Tinte Orgánico de Añil de San Juan Atitán,Tinte de origen vegetal/animal obtenido de Añil en San Juan Atitán.
1018,LANA_OVEJA_GT1316,Lana de Oveja Natural Seleccionado de San Juan Atitán,Lana de Oveja Natural de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
1019,FIBRA_MIMBRE_GT1316,Fibras de Mimbre Seleccionado de San Juan Atitán,Fibras de Mimbre de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
1020,PINTURA_ACRILICA_GT1316,Pintura Acrílica Profesional Seleccionado de San Juan Atitán,Pintura Acrílica Profesional de alta calidad recolectado en las zonas montañosas de San Juan Atitán.
