núm_corre,año_denuncia,Reg_mes,día_denuncia,día_sem_denuncia,año_hecho,mes_hecho,día_hecho,dia_sem_hecho,depto_ocu_hecho,mupio_ocu_hecho,zona_ocu_hecho,sexo_per,edad_sind,g_edad_60ymás,g_edad_80ymás,g_edad_de0_80ymás,est_conyugal,delito_com,hora_denuncia,g_hora_denuncia,g_hora_denuncia_mañ.tar.noch,principales_delitos
622,2023,Marzo,22,Miercoles,2023,Marzo,21,Jueves,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
623,2023,Marzo,23,Jueves,2021,Diciembre,17,Viernes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,12,12:00 a 17:59,12:00 a 17:59,Otros
624,2023,Marzo,24,Viernes,2023,Marzo,19,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones culposas,15,12:00 a 17:59,12:00 a 17:59,Lesiones culposas
625,2023,Marzo,24,Viernes,2023,Marzo,22,Sábado,Retalhuleu,Retalhuleu,Ignorada,Ignorado,31,30-34,30-34,30 - 34,Ignorado,Otros,17,12:00 a 17:59,12:00 a 17:59,Otros
626,2023,Marzo,27,Lunes,2023,Marzo,26,Martes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Responsabilidad de conductores,16,12:00 a 17:59,12:00 a 17:59,Otros
627,2023,Marzo,27,Lunes,2023,Marzo,23,Martes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,16,12:00 a 17:59,12:00 a 17:59,Amenazas
628,2023,Marzo,28,Martes,2023,Marzo,27,Miercoles,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
629,2023,Marzo,28,Martes,2023,Marzo,25,Miercoles,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
630,2023,Marzo,28,Martes,2023,Marzo,24,Miercoles,Retalhuleu,San Sebastián,Ignorada,Mujer,17,15-19,15-19,15 - 19,Ignorado,Lesiones culposas,16,12:00 a 17:59,12:00 a 17:59,Lesiones culposas
631,2023,Marzo,28,Martes,2023,Marzo,24,Miercoles,Retalhuleu,San Sebastián,Ignorada,Mujer,44,40-44,40-44,40 - 44,Soltero,Lesiones culposas,16,12:00 a 17:59,12:00 a 17:59,Lesiones culposas
632,2023,Marzo,30,Jueves,2023,Marzo,28,Viernes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
633,2023,Marzo,30,Jueves,2023,Marzo,27,Viernes,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
634,2023,Marzo,30,Jueves,2023,Marzo,29,Viernes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
635,2023,Marzo,30,Jueves,2023,Marzo,29,Viernes,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
636,2023,Marzo,31,Viernes,2023,Marzo,30,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,15,12:00 a 17:59,12:00 a 17:59,Lesiones leves
637,2023,Marzo,31,Viernes,2023,Marzo,30,Sábado,Retalhuleu,San Sebastián,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,15,12:00 a 17:59,12:00 a 17:59,Lesiones leves
638,2023,Marzo,31,Viernes,2023,Marzo,31,Sábado,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,16,12:00 a 17:59,12:00 a 17:59,Lesiones leves
639,2023,Marzo,31,Viernes,2023,Marzo,31,Sábado,Retalhuleu,San Sebastián,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,16,12:00 a 17:59,12:00 a 17:59,Lesiones leves
640,2023,Enero,2,Lunes,2022,Diciembre,31,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,38,35-39,35-39,35 - 39,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
641,2023,Enero,2,Lunes,2022,Diciembre,31,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
642,2023,Enero,2,Lunes,2022,Diciembre,31,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
643,2023,Enero,3,Martes,2022,Diciembre,31,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,33,30-34,30-34,30 - 34,Ignorado,Otros,16,12:00 a 17:59,12:00 a 17:59,Otros
644,2023,Enero,3,Martes,2022,Diciembre,30,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Daño,17,12:00 a 17:59,12:00 a 17:59,Otros
645,2023,Enero,6,Viernes,2023,Enero,5,Sábado,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
646,2023,Enero,9,Lunes,2023,Enero,4,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
647,2023,Enero,9,Lunes,2023,Enero,4,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
648,2023,Enero,9,Lunes,2023,Enero,4,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
649,2023,Enero,9,Lunes,2023,Enero,4,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
650,2023,Enero,10,Martes,2023,Enero,9,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo de equipo terminal movil,9,06:00 a 11:59,00:00 a 11:59,Robo de equipo terminal movil
651,2023,Enero,10,Martes,2023,Enero,9,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ignorado,Robo de equipo terminal movil,9,06:00 a 11:59,00:00 a 11:59,Robo de equipo terminal movil
652,2023,Enero,17,Martes,2023,Enero,17,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
653,2023,Enero,17,Martes,2023,Enero,17,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,39,35-39,35-39,35 - 39,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
654,2023,Enero,18,Miercoles,2023,Enero,15,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,27,25-29,25-29,25 - 29,Ignorado,Apropiación y retención indebidas,12,12:00 a 17:59,12:00 a 17:59,Otros
655,2023,Enero,18,Miercoles,2023,Enero,15,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,32,30-34,30-34,30 - 34,Ignorado,Apropiación y retención indebidas,12,12:00 a 17:59,12:00 a 17:59,Otros
656,2023,Enero,24,Martes,2023,Enero,16,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Omisión de denuncia,11,06:00 a 11:59,00:00 a 11:59,Otros
657,2023,Enero,24,Martes,2023,Enero,17,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,37,35-39,35-39,35 - 39,Casado,Daño,15,12:00 a 17:59,12:00 a 17:59,Otros
658,2023,Enero,24,Martes,2023,Enero,13,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,16,12:00 a 17:59,12:00 a 17:59,Hurto agravado
659,2023,Enero,30,Lunes,2023,Enero,29,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,11,06:00 a 11:59,00:00 a 11:59,Hurto agravado
660,2023,Enero,31,Martes,2023,Enero,26,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,43,40-44,40-44,40 - 44,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
661,2023,Enero,31,Martes,2023,Enero,26,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,43,40-44,40-44,40 - 44,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
662,2023,Febrero,1,Miercoles,2023,Enero,31,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,9,06:00 a 11:59,00:00 a 11:59,Hurto agravado
663,2023,Febrero,2,Jueves,2023,Febrero,1,Viernes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,25,25-29,25-29,25 - 29,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
664,2023,Febrero,2,Jueves,2023,Febrero,1,Viernes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,25,25-29,25-29,25 - 29,Ignorado,Hurto agravado,9,06:00 a 11:59,00:00 a 11:59,Hurto agravado
665,2023,Febrero,2,Jueves,2023,Enero,28,Viernes,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,11,06:00 a 11:59,00:00 a 11:59,Lesiones leves
666,2023,Febrero,2,Jueves,2023,Enero,28,Viernes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,30,30-34,30-34,30 - 34,Casado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
667,2023,Febrero,6,Lunes,2023,Febrero,3,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,29,25-29,25-29,25 - 29,Ignorado,Amenazas,13,12:00 a 17:59,12:00 a 17:59,Amenazas
668,2023,Febrero,10,Viernes,2023,Febrero,9,Sábado,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,32,30-34,30-34,30 - 34,Ignorado,Daño,9,06:00 a 11:59,00:00 a 11:59,Otros
669,2023,Febrero,13,Lunes,2023,Febrero,13,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,9,06:00 a 11:59,00:00 a 11:59,Robo agravado
670,2023,Febrero,13,Lunes,2023,Febrero,10,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,13,12:00 a 17:59,12:00 a 17:59,Amenazas
671,2023,Febrero,14,Martes,2023,Febrero,8,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
672,2023,Febrero,14,Martes,2023,Enero,10,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,12,12:00 a 17:59,12:00 a 17:59,Otros
673,2023,Febrero,20,Lunes,2023,Febrero,20,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Mujer,49,45-49,45-49,45 - 49,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
674,2023,Febrero,20,Lunes,2023,Febrero,20,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Mujer,49,45-49,45-49,45 - 49,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
675,2023,Febrero,20,Lunes,2023,Febrero,15,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones culposas,14,12:00 a 17:59,12:00 a 17:59,Lesiones culposas
676,2023,Febrero,24,Viernes,2023,Febrero,22,Sábado,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,62,60-100,60-64,60 - 64,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
677,2023,Febrero,27,Lunes,2023,Febrero,26,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,29,25-29,25-29,25 - 29,Casado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
678,2023,Febrero,28,Martes,2023,Febrero,20,Miercoles,Retalhuleu,Retalhuleu,Ignorada,Ignorado,23,20-24,20-24,20 - 24,Ignorado,Casos especiales de estafa,16,12:00 a 17:59,12:00 a 17:59,Otros
679,2023,Marzo,2,Jueves,2023,Marzo,1,Viernes,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ignorado,Otros,9,06:00 a 11:59,00:00 a 11:59,Otros
680,2023,Marzo,6,Lunes,2023,Marzo,6,Martes,Retalhuleu,Santa Cruz Muluá,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones leves,15,12:00 a 17:59,12:00 a 17:59,Lesiones leves
681,2023,Marzo,8,Miercoles,2023,Marzo,7,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones culposas,9,06:00 a 11:59,00:00 a 11:59,Lesiones culposas
682,2023,Marzo,8,Miercoles,2023,Marzo,7,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Lesiones culposas,9,06:00 a 11:59,00:00 a 11:59,Lesiones culposas
683,2023,Marzo,8,Miercoles,2023,Marzo,6,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
684,2023,Marzo,8,Miercoles,2023,Marzo,6,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,15,12:00 a 17:59,12:00 a 17:59,Otros
685,2023,Marzo,17,Viernes,2023,Marzo,16,Sábado,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,29,25-29,25-29,25 - 29,Ignorado,Lesiones leves,13,12:00 a 17:59,12:00 a 17:59,Lesiones leves
686,2023,Marzo,17,Viernes,2023,Marzo,16,Sábado,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,50,50-54,50-54,50 - 54,Casado,Lesiones leves,13,12:00 a 17:59,12:00 a 17:59,Lesiones leves
687,2023,Marzo,21,Martes,2023,Marzo,19,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,51,50-54,50-54,50 - 54,Ignorado,Daño,9,06:00 a 11:59,00:00 a 11:59,Otros
688,2023,Marzo,21,Martes,2023,Marzo,19,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,22,20-24,20-24,20 - 24,Ignorado,Daño,10,06:00 a 11:59,00:00 a 11:59,Otros
689,2023,Marzo,21,Martes,2023,Marzo,20,Miercoles,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,15,12:00 a 17:59,12:00 a 17:59,Amenazas
690,2023,Marzo,22,Miercoles,2023,Marzo,21,Jueves,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Difamación,10,06:00 a 11:59,00:00 a 11:59,Otros
691,2023,Marzo,23,Jueves,2023,Marzo,22,Viernes,Retalhuleu,Santa Cruz Muluá,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,10,06:00 a 11:59,00:00 a 11:59,Robo agravado
692,2023,Enero,2,Lunes,2023,Enero,1,Martes,Jalapa,Monjas,Ignorada,Hombre,25,25-29,25-29,25 - 29,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
693,2023,Enero,2,Lunes,2023,Enero,1,Martes,Jalapa,Monjas,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
694,2023,Enero,3,Martes,2022,Diciembre,30,Miercoles,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
695,2023,Enero,9,Lunes,2023,Enero,7,Martes,Jalapa,Monjas,Ignorada,Hombre,35,35-39,35-39,35 - 39,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
696,2023,Enero,10,Martes,2023,Enero,7,Miercoles,Jalapa,Monjas,Ignorada,Hombre,38,35-39,35-39,35 - 39,Ignorado,Lesiones leves,10,06:00 a 11:59,00:00 a 11:59,Lesiones leves
697,2023,Enero,11,Miercoles,2022,Octubre,2,Jueves,Jalapa,Monjas,Ignorada,Mujer,43,40-44,40-44,40 - 44,Ignorado,Apropiación y retención indebidas,15,12:00 a 17:59,12:00 a 17:59,Otros
698,2023,Enero,19,Jueves,2023,Enero,18,Viernes,Jalapa,Monjas,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
699,2023,Enero,19,Jueves,2023,Enero,18,Viernes,Jalapa,Monjas,Ignorada,Hombre,18,15-19,15-19,15 - 19,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
700,2023,Enero,19,Jueves,2023,Enero,14,Viernes,Jalapa,Monjas,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
701,2023,Enero,24,Martes,2023,Enero,14,Miercoles,Jalapa,Monjas,Ignorada,Mujer,70,60-100,70-74,70 - 74,Ignorado,Allanamiento,10,06:00 a 11:59,00:00 a 11:59,Otros
702,2023,Enero,27,Viernes,2023,Enero,26,Sábado,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo de equipo terminal movil,8,06:00 a 11:59,00:00 a 11:59,Robo de equipo terminal movil
703,2023,Enero,27,Viernes,2023,Enero,26,Sábado,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,8,06:00 a 11:59,00:00 a 11:59,Hurto
704,2023,Enero,27,Viernes,2023,Enero,25,Sábado,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Estafa propia,11,06:00 a 11:59,00:00 a 11:59,Otros
705,2023,Enero,30,Lunes,2023,Enero,30,Martes,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,13,12:00 a 17:59,12:00 a 17:59,Hurto agravado
706,2023,Febrero,3,Viernes,2023,Enero,31,Sábado,Jalapa,Monjas,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,12,12:00 a 17:59,12:00 a 17:59,Amenazas
707,2023,Febrero,7,Martes,2023,Enero,7,Miercoles,Jalapa,Monjas,Ignorada,Hombre,23,20-24,20-24,20 - 24,Soltero,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
708,2023,Febrero,7,Martes,2023,Febrero,6,Miercoles,Zacapa,Zacapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
709,2023,Febrero,7,Martes,2023,Febrero,6,Miercoles,Zacapa,Zacapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,10,06:00 a 11:59,00:00 a 11:59,Amenazas
710,2023,Febrero,7,Martes,2023,Febrero,6,Miercoles,Zacapa,Zacapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Apropiación y retención indebidas,10,06:00 a 11:59,00:00 a 11:59,Otros
711,2023,Febrero,7,Martes,2023,Febrero,6,Miercoles,Zacapa,Zacapa,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Apropiación y retención indebidas,10,06:00 a 11:59,00:00 a 11:59,Otros
712,2023,Febrero,13,Lunes,2023,Enero,24,Martes,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
713,2023,Febrero,13,Lunes,2023,Febrero,9,Martes,Jalapa,Monjas,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo de equipo terminal movil,11,06:00 a 11:59,00:00 a 11:59,Robo de equipo terminal movil
714,2023,Febrero,13,Lunes,2023,Febrero,12,Martes,Jalapa,Monjas,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
715,2023,Febrero,13,Lunes,2023,Febrero,4,Martes,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,11,06:00 a 11:59,00:00 a 11:59,Robo agravado
716,2023,Febrero,13,Lunes,2021,Septiembre,30,Martes,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Extorsión,12,12:00 a 17:59,12:00 a 17:59,Extorsión
717,2023,Febrero,13,Lunes,2023,Febrero,11,Martes,Jalapa,Monjas,Ignorada,Hombre,18,15-19,15-19,15 - 19,Ignorado,Otros,13,12:00 a 17:59,12:00 a 17:59,Otros
718,2023,Febrero,13,Lunes,2023,Febrero,11,Martes,Jalapa,Monjas,Ignorada,Hombre,18,15-19,15-19,15 - 19,Ignorado,Otros,13,12:00 a 17:59,12:00 a 17:59,Otros
719,2023,Febrero,14,Martes,2023,Febrero,13,Miercoles,Jutiapa,El Progreso,Ignorada,Ignorado,30,30-34,30-34,30 - 34,Ignorado,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
720,2023,Febrero,15,Miercoles,2022,Agosto,31,Jueves,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,14,12:00 a 17:59,12:00 a 17:59,Otros
721,2023,Febrero,17,Viernes,2022,Febrero,6,Sábado,Jalapa,Monjas,Ignorada,Hombre,34,30-34,30-34,30 - 34,Soltero,Otros,8,06:00 a 11:59,00:00 a 11:59,Otros
722,2023,Febrero,17,Viernes,2023,Febrero,10,Sábado,Jalapa,Monjas,Ignorada,Mujer,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,9,06:00 a 11:59,00:00 a 11:59,Amenazas
723,2023,Febrero,17,Viernes,2023,Febrero,16,Sábado,Jalapa,Monjas,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto agravado,10,06:00 a 11:59,00:00 a 11:59,Hurto agravado
724,2023,Febrero,20,Lunes,2023,Febrero,20,Martes,Jalapa,Monjas,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Robo agravado,11,06:00 a 11:59,00:00 a 11:59,Robo agravado
725,2023,Febrero,20,Lunes,2022,Febrero,14,Martes,Guatemala,Mixco,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ignorado,Otros,16,12:00 a 17:59,12:00 a 17:59,Otros
726,2023,Febrero,23,Jueves,2023,Febrero,13,Viernes,Jalapa,Monjas,Ignorada,Hombre,53,50-54,50-54,50 - 54,Ignorado,Apropiación y retención indebidas,13,12:00 a 17:59,12:00 a 17:59,Otros
727,2023,Febrero,23,Jueves,2023,Febrero,13,Viernes,Jalapa,Monjas,Ignorada,Hombre,53,50-54,50-54,50 - 54,Soltero,Apropiación y retención indebidas,13,12:00 a 17:59,12:00 a 17:59,Otros
728,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Soltero,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
729,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
730,2023,Febrero,24,Viernes,2023,Febrero,23,Sábado,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Calumnia,11,06:00 a 11:59,00:00 a 11:59,Otros
731,2023,Febrero,24,Viernes,2023,Febrero,24,Sábado,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Amenazas,14,12:00 a 17:59,12:00 a 17:59,Amenazas
732,2023,Febrero,27,Lunes,2023,Febrero,24,Martes,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,10,06:00 a 11:59,00:00 a 11:59,Otros
733,2023,Febrero,27,Lunes,2023,Febrero,26,Martes,Jalapa,Monjas,Ignorada,Hombre,34,30-34,30-34,30 - 34,Soltero,Otros,11,06:00 a 11:59,00:00 a 11:59,Otros
734,2023,Febrero,27,Lunes,2023,Febrero,24,Martes,Jalapa,Monjas,Ignorada,Hombre,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Otros,16,12:00 a 17:59,12:00 a 17:59,Otros
735,2023,Marzo,1,Miercoles,2023,Febrero,28,Jueves,Jalapa,Monjas,Ignorada,Ignorado,Ignorada,Ignorado,Ignorado,Ignorado,Ignorado,Hurto,10,06:00 a 11:59,00:00 a 11:59,Hurto
736,2023,Marzo,6,Lunes,2023,Marzo,6,Martes,Jalapa,Monjas,Ignorada,Mujer,41,40-44,40-44,40 - 44,Soltero,Amenazas,11,06:00 a 11:59,00:00 a 11:59,Amenazas
