núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,zona_ocu,sexo_per,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
24451,2023,Julio,3,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,32,30-34,30-34,30 - 34,Orden de captura,Otras causas
24452,2023,Julio,4,Martes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,1,Hombre,16,15-19,15-19,15 - 19,Robo a peatones,Contra el patrimonio
24453,2023,Julio,4,Martes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
24454,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,31,30-34,30-34,30 - 34,Orden de captura,Otras causas
24455,2023,Julio,4,Martes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Mujer,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
24456,2023,Julio,4,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,18,Mujer,17,15-19,15-19,15 - 19,Portación ilegal arma de fuego,Otras causas
24457,2023,Julio,4,Martes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
24458,2023,Julio,4,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,43,40-44,40-44,40 - 44,Orden de captura,Otras causas
24459,2023,Julio,4,Martes,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,21,Hombre,41,40-44,40-44,40 - 44,Otras causas,Otras causas
24460,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,11,Hombre,30,30-34,30-34,30 - 34,Tráfico de droga,Otras causas
24461,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,11,Hombre,23,20-24,20-24,20 - 24,Tráfico de droga,Otras causas
24462,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,11,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
24463,2023,Julio,4,Martes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,12,Hombre,41,40-44,40-44,40 - 44,Otras causas,Otras causas
24464,2023,Julio,4,Martes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
24465,2023,Julio,4,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Amatitlán,Ignorada,Mujer,49,45-49,45-49,45 - 49,Orden de captura,Otras causas
24466,2023,Julio,4,Martes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
24467,2023,Julio,4,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Ignorada,Hombre,20,20-24,20-24,20 - 24,Otras causas,Otras causas
24468,2023,Julio,4,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Ignorada,Mujer,13,Menor de 15,Menor de 15,10 - 14,Otras causas,Otras causas
24469,2023,Julio,4,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Ignorada,Hombre,10,Menor de 15,Menor de 15,10 - 14,Otras causas,Otras causas
24470,2023,Julio,4,Martes,9,06:00 a 11:59,00:00 a 11:59,Urbano,Chiquimula,Camotán,Ignorada,Hombre,27,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24471,2023,Julio,4,Martes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Chiquimula,Ipala,Ignorada,Hombre,40,40-44,40-44,40 - 44,Otras causas,Otras causas
24472,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,Río Hondo,Ignorada,Hombre,53,50-54,50-54,50 - 54,Otras causas,Otras causas
24473,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,Río Hondo,Ignorada,Hombre,46,45-49,45-49,45 - 49,Otras causas,Otras causas
24474,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,Río Hondo,Ignorada,Hombre,56,55-59,55-59,55 - 59,Otras causas,Otras causas
24475,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Zacapa,Río Hondo,Ignorada,Hombre,46,45-49,45-49,45 - 49,Otras causas,Otras causas
24476,2023,Julio,4,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Zacapa,Zacapa,Ignorada,Hombre,46,45-49,45-49,45 - 49,Orden de captura,Otras causas
24477,2023,Julio,4,Martes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Palín,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
24478,2023,Julio,4,Martes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Escuintla,Iztapa,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
24479,2023,Julio,4,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
24480,2023,Julio,4,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Santa Rosa,Cuilapa,Ignorada,Hombre,16,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
24481,2023,Julio,4,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Santa Rosa,Taxisco,Ignorada,Hombre,31,30-34,30-34,30 - 34,Riña,Otras causas
24482,2023,Julio,4,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Santa Rosa,Taxisco,Ignorada,Hombre,31,30-34,30-34,30 - 34,Riña,Otras causas
24483,2023,Julio,4,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
24484,2023,Julio,4,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Santa Rosa,Barberena,Ignorada,Hombre,25,25-29,25-29,25 - 29,Otras causas,Otras causas
24485,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Barberena,Ignorada,Mujer,45,45-49,45-49,45 - 49,Orden de captura,Otras causas
24486,2023,Julio,4,Martes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Cuyotenango,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
24487,2023,Julio,4,Martes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,San Antonio Suchitepéquez,Ignorada,Hombre,39,35-39,35-39,35 - 39,Ebriedad y escándalo,Otras causas
24488,2023,Julio,4,Martes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Suchitepéquez,Mazatenango,Ignorada,Hombre,23,20-24,20-24,20 - 24,Otras causas,Otras causas
24489,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Suchitepéquez,Chicacao,Ignorada,Mujer,33,30-34,30-34,30 - 34,Orden de captura,Otras causas
24490,2023,Julio,4,Martes,2,00:00 a 05:59,00:00 a 11:59,Urbano,Retalhuleu,Retalhuleu,Ignorada,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
24491,2023,Julio,4,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Retalhuleu,El Asintal,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
24492,2023,Julio,4,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Retalhuleu,El Asintal,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
24493,2023,Julio,4,Martes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Mujer,44,40-44,40-44,40 - 44,Orden de captura,Otras causas
24494,2023,Julio,4,Martes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Coatepeque,Ignorada,Hombre,24,20-24,20-24,20 - 24,Orden de captura,Otras causas
24495,2023,Julio,4,Martes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Flores Costa Cuca,Ignorada,Hombre,23,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
24496,2023,Julio,4,Martes,16,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Génova,Ignorada,Hombre,40,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
24497,2023,Julio,4,Martes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Almolonga,Ignorada,Hombre,21,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
24498,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Quetzaltenango,Flores Costa Cuca,Ignorada,Hombre,42,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
24499,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,45,45-49,45-49,45 - 49,Otras causas,Otras causas
24500,2023,Julio,4,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
24501,2023,Julio,4,Martes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,El Palmar,Ignorada,Hombre,33,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
24502,2023,Julio,4,Martes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,San Juan Ostuncalco,Ignorada,Hombre,36,35-39,35-39,35 - 39,Otras causas,Otras causas
24503,2023,Julio,4,Martes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Colomba,Ignorada,Hombre,21,20-24,20-24,20 - 24,Orden de captura,Otras causas
24504,2023,Julio,4,Martes,0,00:00 a 05:59,00:00 a 11:59,Urbano,San Marcos,San Marcos,Ignorada,Hombre,33,30-34,30-34,30 - 34,Otras causas,Otras causas
24505,2023,Julio,4,Martes,4,00:00 a 05:59,00:00 a 11:59,Urbano,San Marcos,San Marcos,Ignorada,Hombre,26,25-29,25-29,25 - 29,Otras causas,Otras causas
24506,2023,Julio,4,Martes,5,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,25,25-29,25-29,25 - 29,Allanamiento de morada,Otras causas
24507,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,San Marcos,San Rafael Pie de la Cuesta,Ignorada,Hombre,27,25-29,25-29,25 - 29,Allanamiento de morada,Otras causas
24508,2023,Julio,4,Martes,18,18:00 a 23:59,18:00 a 23:59,Rural,San Marcos,Esquipulas Palo Gordo,Ignorada,Hombre,43,40-44,40-44,40 - 44,Otras causas,Otras causas
24509,2023,Julio,4,Martes,20,18:00 a 23:59,18:00 a 23:59,Urbano,San Marcos,Malacatán,Ignorada,Hombre,43,40-44,40-44,40 - 44,Robo a residencias,Contra el patrimonio
24510,2023,Julio,4,Martes,2,00:00 a 05:59,00:00 a 11:59,Rural,Huehuetenango,Jacaltenango,Ignorada,Hombre,28,25-29,25-29,25 - 29,Agresión,Otras causas
24511,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Huehuetenango,Huehuetenango,Ignorada,Hombre,20,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
24512,2023,Julio,4,Martes,18,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,San Mateo Ixtatán,Ignorada,Hombre,19,15-19,15-19,15 - 19,Agresión,Otras causas
24513,2023,Julio,4,Martes,7,06:00 a 11:59,00:00 a 11:59,Rural,Alta Verapaz,Cobán,Ignorada,Hombre,42,40-44,40-44,40 - 44,Orden de captura,Otras causas
24514,2023,Julio,4,Martes,9,06:00 a 11:59,00:00 a 11:59,Rural,Alta Verapaz,Cobán,Ignorada,Hombre,27,25-29,25-29,25 - 29,Orden de captura,Otras causas
24515,2023,Julio,4,Martes,14,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Chisec,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
24516,2023,Julio,4,Martes,14,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Chisec,Ignorada,Hombre,15,15-19,15-19,15 - 19,Otras causas,Otras causas
24517,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,San Pedro Carchá,Ignorada,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
24518,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Alta Verapaz,Tactic,Ignorada,Hombre,30,30-34,30-34,30 - 34,Orden de captura,Otras causas
24519,2023,Julio,4,Martes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Alta Verapaz,Santa Catarina La Tinta,Ignorada,Hombre,56,55-59,55-59,55 - 59,Ebriedad y escándalo,Otras causas
24520,2023,Julio,4,Martes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Baja Verapaz,Cubulco,Ignorada,Hombre,36,35-39,35-39,35 - 39,Orden de captura,Otras causas
24521,2023,Julio,4,Martes,10,06:00 a 11:59,00:00 a 11:59,Rural,Baja Verapaz,Salamá,Ignorada,Hombre,17,15-19,15-19,15 - 19,Otras causas,Otras causas
24522,2023,Julio,4,Martes,17,12:00 a 17:59,12:00 a 17:59,Rural,Baja Verapaz,San Miguel Chicaj,Ignorada,Hombre,45,45-49,45-49,45 - 49,Otras causas,Otras causas
24523,2023,Julio,4,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,El Progreso,San Agustín Acasaguastlán,Ignorada,Hombre,34,30-34,30-34,30 - 34,Orden de captura,Otras causas
24524,2023,Julio,4,Martes,9,06:00 a 11:59,00:00 a 11:59,Urbano,El Progreso,Sanarate,Ignorada,Hombre,29,25-29,25-29,25 - 29,Orden de captura,Otras causas
24525,2023,Julio,4,Martes,1,00:00 a 05:59,00:00 a 11:59,Rural,Izabal,Puerto Barrios,Ignorada,Hombre,46,45-49,45-49,45 - 49,Otras causas,Otras causas
24526,2023,Julio,4,Martes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Petén,Flores,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
24527,2023,Julio,4,Martes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,Flores,Ignorada,Hombre,41,40-44,40-44,40 - 44,Robo de vehículos,Contra el patrimonio
24528,2023,Julio,4,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Petén,Santa Ana,Ignorada,Hombre,33,30-34,30-34,30 - 34,Portación ilegal arma de fuego,Otras causas
24529,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Petén,Sayaxché,Ignorada,Hombre,18,15-19,15-19,15 - 19,Robo a comercios,Contra el patrimonio
24530,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Rural,Petén,Sayaxché,Ignorada,Mujer,33,30-34,30-34,30 - 34,Robo a comercios,Contra el patrimonio
24531,2023,Julio,4,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Quiché,San Antonio Ilotenango,Ignorada,Hombre,24,20-24,20-24,20 - 24,Allanamiento de morada,Otras causas
24532,2023,Julio,4,Martes,11,06:00 a 11:59,00:00 a 11:59,Urbano,Sololá,San Pedro la Laguna,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
24533,2023,Julio,4,Martes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Sololá,Santiago Atitlán,Ignorada,Hombre,40,40-44,40-44,40 - 44,Allanamiento de morada,Otras causas
24534,2023,Julio,4,Martes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Sololá,San Lucas Tolimán,Ignorada,Hombre,22,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
24535,2023,Julio,4,Martes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Chimaltenango,San José  Poaquíl,Ignorada,Hombre,33,30-34,30-34,30 - 34,Delitos forestales,Otras causas
24536,2023,Julio,4,Martes,20,18:00 a 23:59,18:00 a 23:59,Rural,Chimaltenango,San José  Poaquíl,Ignorada,Hombre,38,35-39,35-39,35 - 39,Otras causas,Otras causas
24537,2023,Julio,4,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Chimaltenango,Ignorada,Hombre,28,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24538,2023,Julio,4,Martes,15,12:00 a 17:59,12:00 a 17:59,Rural,Sacatepéquez,Antigua Guatemala,Ignorada,Hombre,21,20-24,20-24,20 - 24,Otras causas,Otras causas
24539,2023,Julio,5,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,1,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
24540,2023,Julio,5,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,1,Hombre,31,30-34,30-34,30 - 34,Robo de motocicletas,Contra el patrimonio
24541,2023,Julio,5,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,6,Hombre,31,30-34,30-34,30 - 34,Otras causas,Otras causas
24542,2023,Julio,5,Miercoles,9,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,18,Hombre,19,15-19,15-19,15 - 19,Otras causas,Otras causas
24543,2023,Julio,5,Miercoles,7,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Santa Catarina Pinula,Ignorada,Hombre,54,50-54,50-54,50 - 54,Otras causas,Otras causas
24544,2023,Julio,5,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Fraijanes,Ignorada,Mujer,38,35-39,35-39,35 - 39,Otras causas,Otras causas
24545,2023,Julio,5,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,10,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
24546,2023,Julio,5,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,10,Hombre,59,55-59,55-59,55 - 59,Otras causas,Otras causas
24547,2023,Julio,5,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,7,Hombre,43,40-44,40-44,40 - 44,Ebriedad y escándalo,Otras causas
24548,2023,Julio,5,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,20,20-24,20-24,20 - 24,Portación ilegal arma de fuego,Otras causas
24549,2023,Julio,5,Miercoles,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Petapa,Ignorada,Hombre,17,15-19,15-19,15 - 19,Otras causas,Otras causas
24550,2023,Julio,5,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,17,15-19,15-19,15 - 19,Robo de motocicletas,Contra el patrimonio
24551,2023,Julio,5,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,30,30-34,30-34,30 - 34,Otras causas,Otras causas
24552,2023,Julio,5,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,50,50-54,50-54,50 - 54,Otras causas,Otras causas
24553,2023,Julio,5,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,22,20-24,20-24,20 - 24,Agresión,Otras causas
24554,2023,Julio,5,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,22,20-24,20-24,20 - 24,Agresión,Otras causas
24555,2023,Julio,5,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,San Juan Sacatepéquez,Ignorada,Mujer,34,30-34,30-34,30 - 34,Agresión,Otras causas
24556,2023,Julio,5,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,58,55-59,55-59,55 - 59,Otras causas,Otras causas
24557,2023,Julio,5,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Mujer,29,25-29,25-29,25 - 29,Otras causas,Otras causas
24558,2023,Julio,5,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,18,15-19,15-19,15 - 19,Delitos forestales,Otras causas
24559,2023,Julio,5,Miercoles,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,28,25-29,25-29,25 - 29,Delitos forestales,Otras causas
24560,2023,Julio,5,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Ignorada,Mujer,37,35-39,35-39,35 - 39,Robo a peatones,Contra el patrimonio
24561,2023,Julio,5,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,22,20-24,20-24,20 - 24,Riña,Otras causas
24562,2023,Julio,5,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,28,25-29,25-29,25 - 29,Riña,Otras causas
24563,2023,Julio,5,Miercoles,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Ignorada,Hombre,41,40-44,40-44,40 - 44,Orden de captura,Otras causas
24564,2023,Julio,5,Miercoles,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jerez,Ignorada,Hombre,53,50-54,50-54,50 - 54,Otras causas,Otras causas
24565,2023,Julio,5,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Conguaco,Ignorada,Hombre,42,40-44,40-44,40 - 44,Otras causas,Otras causas
24566,2023,Julio,5,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Rural,Jalapa,Jalapa,Ignorada,Hombre,39,35-39,35-39,35 - 39,Orden de captura,Otras causas
24567,2023,Julio,5,Miercoles,16,12:00 a 17:59,12:00 a 17:59,Rural,Jalapa,Jalapa,Ignorada,Hombre,44,40-44,40-44,40 - 44,Orden de captura,Otras causas
24568,2023,Julio,5,Miercoles,7,06:00 a 11:59,00:00 a 11:59,Urbano,Zacapa,Zacapa,Ignorada,Hombre,47,45-49,45-49,45 - 49,Orden de captura,Otras causas
24569,2023,Julio,5,Miercoles,10,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
24570,2023,Julio,5,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,18,15-19,15-19,15 - 19,Robo a peatones,Contra el patrimonio
24571,2023,Julio,5,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,18,15-19,15-19,15 - 19,Robo a peatones,Contra el patrimonio
24572,2023,Julio,5,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,27,25-29,25-29,25 - 29,Robo a comercios,Contra el patrimonio
24573,2023,Julio,5,Miercoles,11,06:00 a 11:59,00:00 a 11:59,Urbano,Escuintla,Santa Lucía Cotzumalguapa,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24574,2023,Julio,5,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Urbano,Escuintla,Escuintla,Ignorada,Mujer,22,20-24,20-24,20 - 24,Orden de captura,Otras causas
24575,2023,Julio,5,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,18,15-19,15-19,15 - 19,Ebriedad y escándalo,Otras causas
24576,2023,Julio,5,Miercoles,18,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,18,15-19,15-19,15 - 19,Robo a peatones,Contra el patrimonio
24577,2023,Julio,5,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Tiquisate,Ignorada,Hombre,30,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
24578,2023,Julio,5,Miercoles,21,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Ignorada,Hombre,39,35-39,35-39,35 - 39,Otras causas,Otras causas
24579,2023,Julio,5,Miercoles,20,18:00 a 23:59,18:00 a 23:59,Rural,Santa Rosa,Pueblo Nuevo Viñas,Ignorada,Hombre,26,25-29,25-29,25 - 29,Ebriedad y escándalo,Otras causas
24580,2023,Julio,5,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Urbano,Suchitepéquez,Santo Tomas la Unión,Ignorada,Hombre,24,20-24,20-24,20 - 24,Otras causas,Otras causas
24581,2023,Julio,5,Miercoles,14,12:00 a 17:59,12:00 a 17:59,Urbano,Suchitepéquez,Mazatenango,Ignorada,Hombre,52,50-54,50-54,50 - 54,Otras causas,Otras causas
24582,2023,Julio,5,Miercoles,17,12:00 a 17:59,12:00 a 17:59,Rural,Suchitepéquez,Río Bravo,Ignorada,Hombre,22,20-24,20-24,20 - 24,Otras causas,Otras causas
24583,2023,Julio,5,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Rural,Retalhuleu,Santa Cruz Muluá,Ignorada,Hombre,27,25-29,25-29,25 - 29,Otras causas,Otras causas
24584,2023,Julio,5,Miercoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Retalhuleu,Retalhuleu,Ignorada,Mujer,33,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
24585,2023,Julio,5,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Urbano,Quetzaltenango,Coatepeque,Ignorada,Hombre,31,30-34,30-34,30 - 34,Ebriedad y escándalo,Otras causas
24586,2023,Julio,5,Miercoles,2,00:00 a 05:59,00:00 a 11:59,Urbano,Quetzaltenango,Quetzaltenango,Ignorada,Mujer,23,20-24,20-24,20 - 24,Otras causas,Otras causas
24587,2023,Julio,5,Miercoles,12,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Colomba,Ignorada,Hombre,24,20-24,20-24,20 - 24,Ebriedad y escándalo,Otras causas
24588,2023,Julio,5,Miercoles,1,00:00 a 05:59,00:00 a 11:59,Rural,San Marcos,San Antonio Sacatepéquez,Ignorada,Hombre,23,20-24,20-24,20 - 24,Orden de captura,Otras causas
24589,2023,Julio,5,Miercoles,0,00:00 a 05:59,00:00 a 11:59,Urbano,San Marcos,San Pedro Sacatepéquez,Ignorada,Hombre,28,25-29,25-29,25 - 29,Otras causas,Otras causas
24590,2023,Julio,5,Miercoles,6,06:00 a 11:59,00:00 a 11:59,Urbano,San Marcos,La Blanca,Ignorada,Hombre,25,25-29,25-29,25 - 29,Orden de captura,Otras causas
