núm_corre,año_ocu,mes_ocu,día_ocu,día_sem_ocu,hora_ocu,g_hora,g_hora_mañ.tar.noch,área_geo_ocu,depto_ocu,mupio_ocu,sexo_per,zona_ocu,edad_per,g_edad_60ymás,g_edad_80ymás,edad_quinquenales,delito_com,g_delitos
13987,2023,Abril,16,Domingo,0,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,25,30,30-34,30-34,30 - 34,Lesiones por arma de fuego,Lesiones
13988,2023,Abril,16,Domingo,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Mujer,6,35,35-39,35-39,35 - 39,Lesiones por arma de fuego,Lesiones
13989,2023,Abril,16,Domingo,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Mujer,6,39,35-39,35-39,35 - 39,Lesiones por arma de fuego,Lesiones
13990,2023,Abril,16,Domingo,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,6,26,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
13991,2023,Abril,16,Domingo,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Hombre,Ignorada,35,35-39,35-39,35 - 39,Lesiones por arma de fuego,Lesiones
13992,2023,Abril,16,Domingo,0,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,Barberena,Hombre,Ignorada,26,25-29,25-29,25 - 29,Lesiones por arma blanca,Lesiones
13993,2023,Abril,16,Domingo,21,18:00 a 23:59,18:00 a 23:59,Rural,Huehuetenango,Huehuetenango,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Lesiones por arma blanca,Lesiones
13994,2023,Abril,16,Domingo,23,18:00 a 23:59,18:00 a 23:59,Rural,Petén,San Benito,Hombre,Ignorada,34,30-34,30-34,30 - 34,Lesiones por arma contundente,Lesiones
13995,2023,Abril,16,Domingo,17,12:00 a 17:59,12:00 a 17:59,Rural,Sacatepéquez,Pastores,Hombre,Ignorada,52,50-54,50-54,50 - 54,Lesiones por arma contundente,Lesiones
13996,2023,Abril,16,Domingo,3,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,22,20-24,20-24,20 - 24,Lesiones por arma contundente,Lesiones
13997,2023,Abril,16,Domingo,10,06:00 a 11:59,00:00 a 11:59,Rural,Chimaltenango,Chimaltenango,Hombre,Ignorada,25,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
13998,2023,Abril,17,Lunes,8,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Quezaltepeque,Hombre,Ignorada,40,40-44,40-44,40 - 44,Homicidio por arma de fuego,Homicidios
13999,2023,Abril,17,Lunes,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,18,59,55-59,55-59,55 - 59,Homicidio por arma de fuego,Homicidios
14000,2023,Abril,17,Lunes,14,12:00 a 17:59,12:00 a 17:59,Rural,Santa Rosa,Casillas,Hombre,Ignorada,51,50-54,50-54,50 - 54,Homicidio por arma blanca,Homicidios
14001,2023,Abril,17,Lunes,13,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,28,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14002,2023,Abril,17,Lunes,13,12:00 a 17:59,12:00 a 17:59,Rural,Chiquimula,San Jacinto,Hombre,Ignorada,73,60 y más,70-74,70 - 74,Homicidio por arma de fuego,Homicidios
14003,2023,Abril,17,Lunes,17,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,Sanarate,Hombre,Ignorada,35,35-39,35-39,35 - 39,Homicidio por arma de fuego,Homicidios
14004,2023,Abril,17,Lunes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,21,35,35-39,35-39,35 - 39,Homicidio por arma de fuego,Homicidios
14005,2023,Abril,17,Lunes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,1,30,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14006,2023,Abril,17,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,San Juan Sacatepéquez,Hombre,Ignorada,30,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14007,2023,Abril,17,Lunes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,1,41,40-44,40-44,40 - 44,Lesiones por arma de fuego,Lesiones
14008,2023,Abril,17,Lunes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,1,27,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14009,2023,Abril,17,Lunes,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,35,35-39,35-39,35 - 39,Lesiones por arma blanca,Lesiones
14010,2023,Abril,17,Lunes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,39,35-39,35-39,35 - 39,Lesiones por arma de fuego,Lesiones
14011,2023,Abril,17,Lunes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Quiché,Santa Cruz del Quiché,Hombre,Ignorada,19,15-19,15-19,15 - 19,Lesiones por vapuleo,Lesiones
14012,2023,Abril,17,Lunes,0,00:00 a 05:59,00:00 a 11:59,Urbano,Quiché,Santa Cruz del Quiché,Hombre,Ignorada,20,20-24,20-24,20 - 24,Lesiones por vapuleo,Lesiones
14013,2023,Abril,18,Martes,7,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Quezaltepeque,Hombre,Ignorada,28,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14014,2023,Abril,18,Martes,0,00:00 a 05:59,00:00 a 11:59,Rural,Alta Verapaz,Senahú,Mujer,Ignorada,25,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14015,2023,Abril,18,Martes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Quetzaltenango,Quetzaltenango,Hombre,Ignorada,18,15-19,15-19,15 - 19,Homicidio por estrangulamiento,Homicidios
14016,2023,Abril,18,Martes,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,16,15-19,15-19,15 - 19,Homicidio por arma de fuego,Homicidios
14017,2023,Abril,18,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Mujer,13,32,30-34,30-34,30 - 34,Lesiones por arma de fuego,Lesiones
14018,2023,Abril,18,Martes,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Mujer,11,36,35-39,35-39,35 - 39,Lesiones por arma de fuego,Lesiones
14019,2023,Abril,18,Martes,12,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,20,20-24,20-24,20 - 24,Lesiones por arma blanca,Lesiones
14020,2023,Abril,19,Miércoles,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,1,30,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14021,2023,Abril,19,Miércoles,7,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,23,20-24,20-24,20 - 24,Homicidio por arma de fuego,Homicidios
14022,2023,Abril,19,Miércoles,7,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Tiquisate,Hombre,Ignorada,16,15-19,15-19,15 - 19,Homicidio por arma de fuego,Homicidios
14023,2023,Abril,19,Miércoles,11,06:00 a 11:59,00:00 a 11:59,Rural,Guatemala,Petapa,Hombre,Ignorada,28,25-29,25-29,25 - 29,Homicidio por estrangulamiento,Homicidios
14024,2023,Abril,19,Miércoles,16,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,San Agustín Acasaguastlán,Hombre,Ignorada,34,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14025,2023,Abril,19,Miércoles,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,18,15-19,15-19,15 - 19,Homicidio por arma de fuego,Homicidios
14026,2023,Abril,19,Miércoles,19,18:00 a 23:59,18:00 a 23:59,Rural,Quiché,Chiché,Hombre,Ignorada,55,55-59,55-59,55 - 59,Lesiones por arma de fuego,Lesiones
14027,2023,Abril,19,Miércoles,1,00:00 a 05:59,00:00 a 11:59,Rural,Guatemala,San José Pinula,Mujer,Ignorada,43,40-44,40-44,40 - 44,Lesiones por arma blanca,Lesiones
14028,2023,Abril,19,Miércoles,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,11,26,25-29,25-29,25 - 29,Lesiones por arma contundente,Lesiones
14029,2023,Abril,19,Miércoles,21,18:00 a 23:59,18:00 a 23:59,Rural,Jutiapa,Jutiapa,Hombre,Ignorada,21,20-24,20-24,20 - 24,Homicidio por arma contundente,Homicidios
14030,2023,Abril,20,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,3,25,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14031,2023,Abril,20,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,1,40,40-44,40-44,40 - 44,Homicidio por arma de fuego,Homicidios
14032,2023,Abril,20,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,1,30,30-34,30-34,30 - 34,Lesiones por arma de fuego,Lesiones
14033,2023,Abril,20,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,1,Ignorada,Ignorado,Ignorado,Ignorado,Lesiones por arma de fuego,Lesiones
14034,2023,Abril,20,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,1,30,30-34,30-34,30 - 34,Lesiones por arma de fuego,Lesiones
14035,2023,Abril,20,Jueves,14,12:00 a 17:59,12:00 a 17:59,Rural,Izabal,Morales,Hombre,Ignorada,33,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14036,2023,Abril,20,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,18,26,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14037,2023,Abril,20,Jueves,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,18,27,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14038,2023,Abril,20,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,23,20-24,20-24,20 - 24,Lesiones por arma contundente,Lesiones
14039,2023,Abril,20,Jueves,10,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,45,45-49,45-49,45 - 49,Lesiones por arma contundente,Lesiones
14040,2023,Abril,20,Jueves,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,40,40-44,40-44,40 - 44,Lesiones por arma contundente,Lesiones
14041,2023,Abril,20,Jueves,17,12:00 a 17:59,12:00 a 17:59,Rural,Chiquimula,Chiquimula,Hombre,Ignorada,25,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14042,2023,Abril,20,Jueves,3,00:00 a 05:59,00:00 a 11:59,Rural,El Progreso,San Agustín Acasaguastlán,Hombre,Ignorada,59,55-59,55-59,55 - 59,Lesiones por arma de fuego,Lesiones
14043,2023,Abril,20,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Chimaltenango,Patzicía,Hombre,Ignorada,21,20-24,20-24,20 - 24,Lesiones por arma blanca,Lesiones
14044,2023,Abril,20,Jueves,20,18:00 a 23:59,18:00 a 23:59,Urbano,Quetzaltenango,Quetzaltenango,Hombre,Ignorada,39,35-39,35-39,35 - 39,Homicidio por arma de fuego,Homicidios
14045,2023,Abril,21,Viernes,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,12,21,20-24,20-24,20 - 24,Homicidio por arma de fuego,Homicidios
14046,2023,Abril,21,Viernes,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Amatitlán,Hombre,Ignorada,17,15-19,15-19,15 - 19,Homicidio por arma de fuego,Homicidios
14047,2023,Abril,21,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Ocós,Hombre,Ignorada,30,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14048,2023,Abril,21,Viernes,17,12:00 a 17:59,12:00 a 17:59,Rural,San Marcos,Ocós,Hombre,Ignorada,33,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14049,2023,Abril,21,Viernes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,18,42,40-44,40-44,40 - 44,Lesiones por arma de fuego,Lesiones
14050,2023,Abril,21,Viernes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,21,20-24,20-24,20 - 24,Lesiones por arma de fuego,Lesiones
14051,2023,Abril,21,Viernes,16,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,19,15-19,15-19,15 - 19,Lesiones por arma de fuego,Lesiones
14052,2023,Abril,21,Viernes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,17,15-19,15-19,15 - 19,Lesiones por arma blanca,Lesiones
14053,2023,Abril,21,Viernes,22,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,38,35-39,35-39,35 - 39,Lesiones por vapuleo,Lesiones
14054,2023,Abril,22,Sábado,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,18,50,50-54,50-54,50 - 54,Homicidio por arma de fuego,Homicidios
14055,2023,Abril,22,Sábado,8,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,21,27,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14056,2023,Abril,22,Sábado,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Homicidio por arma contundente,Homicidios
14057,2023,Abril,22,Sábado,11,06:00 a 11:59,00:00 a 11:59,Urbano,San Marcos,Ayutla,Hombre,Ignorada,44,40-44,40-44,40 - 44,Homicidio por arma de fuego,Homicidios
14058,2023,Abril,22,Sábado,21,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Morales,Hombre,Ignorada,20,20-24,20-24,20 - 24,Homicidio por arma de fuego,Homicidios
14059,2023,Abril,22,Sábado,21,18:00 a 23:59,18:00 a 23:59,Rural,Izabal,Morales,Mujer,Ignorada,19,15-19,15-19,15 - 19,Homicidio por arma de fuego,Homicidios
14060,2023,Abril,22,Sábado,0,00:00 a 05:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,18,38,35-39,35-39,35 - 39,Lesiones por arma blanca,Lesiones
14061,2023,Abril,22,Sábado,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,18,21,20-24,20-24,20 - 24,Lesiones por arma de fuego,Lesiones
14062,2023,Abril,22,Sábado,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,21,24,20-24,20-24,20 - 24,Lesiones por arma blanca,Lesiones
14063,2023,Abril,22,Sábado,14,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,35,35-39,35-39,35 - 39,Lesiones por arma blanca,Lesiones
14064,2023,Abril,22,Sábado,22,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Escuintla,Hombre,Ignorada,26,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14065,2023,Abril,22,Sábado,21,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Masagua,Hombre,Ignorada,26,25-29,25-29,25 - 29,Lesiones por arma blanca,Lesiones
14066,2023,Abril,22,Sábado,11,06:00 a 11:59,00:00 a 11:59,Urbano,San Marcos,Ayutla,Hombre,Ignorada,29,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14067,2023,Abril,23,Domingo,14,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,Chinautla,Hombre,Ignorada,48,45-49,45-49,45 - 49,Homicidio por arma de fuego,Homicidios
14068,2023,Abril,23,Domingo,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,34,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14069,2023,Abril,23,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,7,25,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14070,2023,Abril,23,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Canales,Hombre,Ignorada,22,20-24,20-24,20 - 24,Homicidio por arma de fuego,Homicidios
14071,2023,Abril,23,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Canales,Hombre,Ignorada,33,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14072,2023,Abril,23,Domingo,4,00:00 a 05:59,00:00 a 11:59,Rural,Jalapa,San Pedro Pinula,Hombre,Ignorada,38,35-39,35-39,35 - 39,Homicidio por arma blanca,Homicidios
14073,2023,Abril,23,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,Palín,Hombre,Ignorada,44,40-44,40-44,40 - 44,Homicidio por arma de fuego,Homicidios
14074,2023,Abril,23,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Hombre,Ignorada,20,20-24,20-24,20 - 24,Homicidio por arma de fuego,Homicidios
14075,2023,Abril,23,Domingo,19,18:00 a 23:59,18:00 a 23:59,Rural,Escuintla,La Gomera,Hombre,Ignorada,22,20-24,20-24,20 - 24,Homicidio por arma de fuego,Homicidios
14076,2023,Abril,23,Domingo,23,18:00 a 23:59,18:00 a 23:59,Urbano,Escuintla,Escuintla,Hombre,Ignorada,30,30-34,30-34,30 - 34,Homicidio por arma contundente,Homicidios
14077,2023,Abril,23,Domingo,14,12:00 a 17:59,12:00 a 17:59,Rural,Baja Verapaz,San Jerónimo,Hombre,Ignorada,49,45-49,45-49,45 - 49,Homicidio por arma de fuego,Homicidios
14078,2023,Abril,23,Domingo,3,00:00 a 05:59,00:00 a 11:59,Rural,Petén,San Luis,Mujer,Ignorada,25,25-29,25-29,25 - 29,Homicidio por arma blanca,Homicidios
14079,2023,Abril,23,Domingo,13,12:00 a 17:59,12:00 a 17:59,Rural,Petén,San Benito,Hombre,Ignorada,18,15-19,15-19,15 - 19,Homicidio por arma de fuego,Homicidios
14080,2023,Abril,23,Domingo,23,18:00 a 23:59,18:00 a 23:59,Rural,Petén,Poptún,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Homicidio por arma de fuego,Homicidios
14081,2023,Abril,23,Domingo,3,00:00 a 05:59,00:00 a 11:59,Urbano,Sacatepéquez,Sumpango,Hombre,Ignorada,39,35-39,35-39,35 - 39,Homicidio por arma contundente,Homicidios
14082,2023,Abril,23,Domingo,6,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Guatemala,Hombre,3,74,60 y más,70-74,70 - 74,Lesiones por arma contundente,Lesiones
14083,2023,Abril,23,Domingo,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,30,30-34,30-34,30 - 34,Lesiones por arma de fuego,Lesiones
14084,2023,Abril,23,Domingo,11,06:00 a 11:59,00:00 a 11:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,39,35-39,35-39,35 - 39,Lesiones por arma de fuego,Lesiones
14085,2023,Abril,23,Domingo,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,21,17,15-19,15-19,15 - 19,Lesiones por vapuleo,Lesiones
14086,2023,Abril,23,Domingo,17,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Guatemala,Hombre,21,25,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14087,2023,Abril,23,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Canales,Hombre,Ignorada,21,20-24,20-24,20 - 24,Lesiones por arma de fuego,Lesiones
14088,2023,Abril,23,Domingo,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Canales,Hombre,Ignorada,17,15-19,15-19,15 - 19,Lesiones por arma de fuego,Lesiones
14089,2023,Abril,23,Domingo,20,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Villa Canales,Hombre,Ignorada,25,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14090,2023,Abril,23,Domingo,15,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,San Juan Sacatepéquez,Hombre,Ignorada,41,40-44,40-44,40 - 44,Lesiones por arma de fuego,Lesiones
14091,2023,Abril,23,Domingo,23,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Mixco,Hombre,Ignorada,38,35-39,35-39,35 - 39,Lesiones por arma blanca,Lesiones
14092,2023,Abril,23,Domingo,15,12:00 a 17:59,12:00 a 17:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,28,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14093,2023,Abril,23,Domingo,11,06:00 a 11:59,00:00 a 11:59,Rural,Quetzaltenango,Coatepeque,Hombre,Ignorada,23,20-24,20-24,20 - 24,Lesiones por arma de fuego,Lesiones
14094,2023,Abril,23,Domingo,11,06:00 a 11:59,00:00 a 11:59,Rural,Quetzaltenango,Coatepeque,Hombre,Ignorada,23,20-24,20-24,20 - 24,Lesiones por arma de fuego,Lesiones
14095,2023,Abril,23,Domingo,2,00:00 a 05:59,00:00 a 11:59,Urbano,Sacatepéquez,Santiago Sacatepéquez,Hombre,Ignorada,48,45-49,45-49,45 - 49,Lesiones por arma de fuego,Lesiones
14096,2023,Abril,24,Lunes,18,18:00 a 23:59,18:00 a 23:59,Rural,Guatemala,Santa Catarina Pinula,Hombre,Ignorada,40,40-44,40-44,40 - 44,Homicidio por arma de fuego,Homicidios
14097,2023,Abril,24,Lunes,15,12:00 a 17:59,12:00 a 17:59,Rural,Jutiapa,Jutiapa,Hombre,Ignorada,25,25-29,25-29,25 - 29,Homicidio por arma blanca,Homicidios
14098,2023,Abril,24,Lunes,12,12:00 a 17:59,12:00 a 17:59,Rural,El Progreso,Sanarate,Hombre,Ignorada,30,30-34,30-34,30 - 34,Homicidio por arma de fuego,Homicidios
14099,2023,Abril,24,Lunes,10,06:00 a 11:59,00:00 a 11:59,Rural,Sacatepéquez,Antigua Guatemala,Hombre,Ignorada,59,55-59,55-59,55 - 59,Homicidio por arma de fuego,Homicidios
14100,2023,Abril,24,Lunes,18,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,1,21,20-24,20-24,20 - 24,Lesiones por arma de fuego,Lesiones
14101,2023,Abril,24,Lunes,20,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Villa Nueva,Mujer,Ignorada,17,15-19,15-19,15 - 19,Lesiones por arma contundente,Lesiones
14102,2023,Abril,24,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Zacapa,Estanzuela,Hombre,Ignorada,46,45-49,45-49,45 - 49,Lesiones por arma de fuego,Lesiones
14103,2023,Abril,24,Lunes,20,18:00 a 23:59,18:00 a 23:59,Rural,Zacapa,Estanzuela,Mujer,Ignorada,32,30-34,30-34,30 - 34,Lesiones por arma de fuego,Lesiones
14104,2023,Abril,24,Lunes,1,00:00 a 05:59,00:00 a 11:59,Rural,Santa Rosa,San Rafael las Flores,Hombre,Ignorada,46,45-49,45-49,45 - 49,Homicidio por arma blanca,Homicidios
14105,2023,Abril,24,Lunes,11,06:00 a 11:59,00:00 a 11:59,Rural,Quiché,San Miguel Uspantán,Hombre,Ignorada,28,25-29,25-29,25 - 29,Lesiones por arma contundente,Lesiones
14106,2023,Abril,24,Lunes,3,00:00 a 05:59,00:00 a 11:59,Rural,Quiché,Chicamán,Mujer,Ignorada,21,20-24,20-24,20 - 24,Lesiones por arma de fuego,Lesiones
14107,2023,Abril,25,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,6,28,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14108,2023,Abril,25,Martes,15,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Villa Nueva,Hombre,Ignorada,47,45-49,45-49,45 - 49,Homicidio por arma de fuego,Homicidios
14109,2023,Abril,25,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,12,42,40-44,40-44,40 - 44,Homicidio por arma de fuego,Homicidios
14110,2023,Abril,25,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Hombre,Ignorada,23,20-24,20-24,20 - 24,Homicidio por arma de fuego,Homicidios
14111,2023,Abril,25,Martes,14,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,San Juan Sacatepéquez,Hombre,Ignorada,19,15-19,15-19,15 - 19,Homicidio por arma de fuego,Homicidios
14112,2023,Abril,25,Martes,14,12:00 a 17:59,12:00 a 17:59,Rural,Guatemala,San Juan Sacatepéquez,Hombre,Ignorada,25,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14113,2023,Abril,25,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Chiquimula,Jocotán,Hombre,Ignorada,Ignorada,Ignorado,Ignorado,Ignorado,Homicidio por arma blanca,Homicidios
14114,2023,Abril,25,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Escuintla,Santa Lucía Cotzumalguapa,Hombre,Ignorada,37,35-39,35-39,35 - 39,Homicidio por arma de fuego,Homicidios
14115,2023,Abril,25,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Santa Rosa,San Juan Tecuaco,Hombre,Ignorada,25,25-29,25-29,25 - 29,Homicidio por arma de fuego,Homicidios
14116,2023,Abril,25,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,6,50,50-54,50-54,50 - 54,Lesiones por arma de fuego,Lesiones
14117,2023,Abril,25,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,7,35,35-39,35-39,35 - 39,Lesiones por arma de fuego,Lesiones
14118,2023,Abril,25,Martes,21,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Guatemala,Hombre,7,43,40-44,40-44,40 - 44,Lesiones por arma de fuego,Lesiones
14119,2023,Abril,25,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Mujer,Ignorada,25,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14120,2023,Abril,25,Martes,19,18:00 a 23:59,18:00 a 23:59,Urbano,Guatemala,Petapa,Hombre,Ignorada,25,25-29,25-29,25 - 29,Lesiones por arma de fuego,Lesiones
14121,2023,Abril,25,Martes,12,12:00 a 17:59,12:00 a 17:59,Urbano,Guatemala,Mixco,Mujer,Ignorada,40,40-44,40-44,40 - 44,Lesiones por arma de fuego,Lesiones
14122,2023,Abril,25,Martes,8,06:00 a 11:59,00:00 a 11:59,Rural,Jalapa,San Pedro Pinula,Hombre,Ignorada,43,40-44,40-44,40 - 44,Lesiones por arma blanca,Lesiones
