nombre,siglas,municipio_pcode,cobertura,descripcion
Cooperativa Integral de Producción Agrícola de San Sebastián Coatán R.L.,COOP-GT1325-A,GT1325,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Sebastián Coatán.
Cooperativa Integral de Ahorro y Crédito de San Sebastián Coatán R.L.,COOP-GT1325-B,GT1325,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Sebastián Coatán.
Asociación de Productores y Comercializadores de San Sebastián Coatán,ASO-GT1325-C,GT1325,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Sebastián Coatán.
Cooperativa Integral de Producción Agrícola de Barillas R.L.,COOP-GT1326-A,GT1326,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Barillas.
Cooperativa Integral de Ahorro y Crédito de Barillas R.L.,COOP-GT1326-B,GT1326,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Barillas.
Asociación de Productores y Comercializadores de Barillas,ASO-GT1326-C,GT1326,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Barillas.
Cooperativa Integral de Producción Agrícola de Aguacatán R.L.,COOP-GT1327-A,GT1327,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Aguacatán.
Cooperativa Integral de Ahorro y Crédito de Aguacatán R.L.,COOP-GT1327-B,GT1327,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Aguacatán.
Asociación de Productores y Comercializadores de Aguacatán,ASO-GT1327-C,GT1327,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Aguacatán.
Cooperativa Integral de Producción Agrícola de San Rafael Petzal R.L.,COOP-GT1328-A,GT1328,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Rafael Petzal.
Cooperativa Integral de Ahorro y Crédito de San Rafael Petzal R.L.,COOP-GT1328-B,GT1328,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Rafael Petzal.
Asociación de Productores y Comercializadores de San Rafael Petzal,ASO-GT1328-C,GT1328,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Rafael Petzal.
Cooperativa Integral de Producción Agrícola de San Gaspar Ixchil R.L.,COOP-GT1329-A,GT1329,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Gaspar Ixchil.
Cooperativa Integral de Ahorro y Crédito de San Gaspar Ixchil R.L.,COOP-GT1329-B,GT1329,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Gaspar Ixchil.
Asociación de Productores y Comercializadores de San Gaspar Ixchil,ASO-GT1329-C,GT1329,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Gaspar Ixchil.
Cooperativa Integral de Producción Agrícola de Santiago Chimaltenango R.L.,COOP-GT1330-A,GT1330,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santiago Chimaltenango.
Cooperativa Integral de Ahorro y Crédito de Santiago Chimaltenango R.L.,COOP-GT1330-B,GT1330,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santiago Chimaltenango.
Asociación de Productores y Comercializadores de Santiago Chimaltenango,ASO-GT1330-C,GT1330,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santiago Chimaltenango.
Cooperativa Integral de Producción Agrícola de Santa Ana Huista R.L.,COOP-GT1331-A,GT1331,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Ana Huista.
Cooperativa Integral de Ahorro y Crédito de Santa Ana Huista R.L.,COOP-GT1331-B,GT1331,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Ana Huista.
Asociación de Productores y Comercializadores de Santa Ana Huista,ASO-GT1331-C,GT1331,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Ana Huista.
Cooperativa Integral de Producción Agrícola de Unión Cantinil R.L.,COOP-GT1332-A,GT1332,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Unión Cantinil.
Cooperativa Integral de Ahorro y Crédito de Unión Cantinil R.L.,COOP-GT1332-B,GT1332,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Unión Cantinil.
Asociación de Productores y Comercializadores de Unión Cantinil,ASO-GT1332-C,GT1332,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Unión Cantinil.
Cooperativa Integral de Producción Agrícola de Petatán R.L.,COOP-GT1333-A,GT1333,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Petatán.
Cooperativa Integral de Ahorro y Crédito de Petatán R.L.,COOP-GT1333-B,GT1333,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Petatán.
Asociación de Productores y Comercializadores de Petatán,ASO-GT1333-C,GT1333,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Petatán.
Cooperativa Integral de Producción Agrícola de Santa Cruz del Quiché R.L.,COOP-GT1401-A,GT1401,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Santa Cruz del Quiché.
Cooperativa Integral de Ahorro y Crédito de Santa Cruz del Quiché R.L.,COOP-GT1401-B,GT1401,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Santa Cruz del Quiché.
Asociación de Productores y Comercializadores de Santa Cruz del Quiché,ASO-GT1401-C,GT1401,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Santa Cruz del Quiché.
Cooperativa Integral de Producción Agrícola de Chiché R.L.,COOP-GT1402-A,GT1402,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Chiché.
Cooperativa Integral de Ahorro y Crédito de Chiché R.L.,COOP-GT1402-B,GT1402,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Chiché.
Asociación de Productores y Comercializadores de Chiché,ASO-GT1402-C,GT1402,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Chiché.
Cooperativa Integral de Producción Agrícola de Chinique R.L.,COOP-GT1403-A,GT1403,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Chinique.
Cooperativa Integral de Ahorro y Crédito de Chinique R.L.,COOP-GT1403-B,GT1403,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Chinique.
Asociación de Productores y Comercializadores de Chinique,ASO-GT1403-C,GT1403,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Chinique.
Cooperativa Integral de Producción Agrícola de Zacualpa R.L.,COOP-GT1404-A,GT1404,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Zacualpa.
Cooperativa Integral de Ahorro y Crédito de Zacualpa R.L.,COOP-GT1404-B,GT1404,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Zacualpa.
Asociación de Productores y Comercializadores de Zacualpa,ASO-GT1404-C,GT1404,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Zacualpa.
Cooperativa Integral de Producción Agrícola de Chajul R.L.,COOP-GT1405-A,GT1405,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Chajul.
Cooperativa Integral de Ahorro y Crédito de Chajul R.L.,COOP-GT1405-B,GT1405,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Chajul.
Asociación de Productores y Comercializadores de Chajul,ASO-GT1405-C,GT1405,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Chajul.
Cooperativa Integral de Producción Agrícola de Chichicastenango R.L.,COOP-GT1406-A,GT1406,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Chichicastenango.
Cooperativa Integral de Ahorro y Crédito de Chichicastenango R.L.,COOP-GT1406-B,GT1406,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Chichicastenango.
Asociación de Productores y Comercializadores de Chichicastenango,ASO-GT1406-C,GT1406,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Chichicastenango.
Cooperativa Integral de Producción Agrícola de Patzité R.L.,COOP-GT1407-A,GT1407,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Patzité.
Cooperativa Integral de Ahorro y Crédito de Patzité R.L.,COOP-GT1407-B,GT1407,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Patzité.
Asociación de Productores y Comercializadores de Patzité,ASO-GT1407-C,GT1407,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Patzité.
Cooperativa Integral de Producción Agrícola de San Antonio Ilotenango R.L.,COOP-GT1408-A,GT1408,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Antonio Ilotenango.
Cooperativa Integral de Ahorro y Crédito de San Antonio Ilotenango R.L.,COOP-GT1408-B,GT1408,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Antonio Ilotenango.
Asociación de Productores y Comercializadores de San Antonio Ilotenango,ASO-GT1408-C,GT1408,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Antonio Ilotenango.
Cooperativa Integral de Producción Agrícola de San Pedro Jocopilas R.L.,COOP-GT1409-A,GT1409,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Pedro Jocopilas.
Cooperativa Integral de Ahorro y Crédito de San Pedro Jocopilas R.L.,COOP-GT1409-B,GT1409,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Pedro Jocopilas.
Asociación de Productores y Comercializadores de San Pedro Jocopilas,ASO-GT1409-C,GT1409,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Pedro Jocopilas.
Cooperativa Integral de Producción Agrícola de Cunén R.L.,COOP-GT1410-A,GT1410,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Cunén.
Cooperativa Integral de Ahorro y Crédito de Cunén R.L.,COOP-GT1410-B,GT1410,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Cunén.
Asociación de Productores y Comercializadores de Cunén,ASO-GT1410-C,GT1410,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Cunén.
Cooperativa Integral de Producción Agrícola de San Juan Cotzal R.L.,COOP-GT1411-A,GT1411,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Juan Cotzal.
Cooperativa Integral de Ahorro y Crédito de San Juan Cotzal R.L.,COOP-GT1411-B,GT1411,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Juan Cotzal.
Asociación de Productores y Comercializadores de San Juan Cotzal,ASO-GT1411-C,GT1411,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Juan Cotzal.
Cooperativa Integral de Producción Agrícola de Joyabaj R.L.,COOP-GT1412-A,GT1412,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Joyabaj.
Cooperativa Integral de Ahorro y Crédito de Joyabaj R.L.,COOP-GT1412-B,GT1412,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Joyabaj.
Asociación de Productores y Comercializadores de Joyabaj,ASO-GT1412-C,GT1412,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Joyabaj.
Cooperativa Integral de Producción Agrícola de Nebaj R.L.,COOP-GT1413-A,GT1413,Nacional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Nebaj.
Cooperativa Integral de Ahorro y Crédito de Nebaj R.L.,COOP-GT1413-B,GT1413,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Nebaj.
Asociación de Productores y Comercializadores de Nebaj,ASO-GT1413-C,GT1413,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Nebaj.
Cooperativa Integral de Producción Agrícola de San Andrés Sajcabajá R.L.,COOP-GT1414-A,GT1414,Local,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de San Andrés Sajcabajá.
Cooperativa Integral de Ahorro y Crédito de San Andrés Sajcabajá R.L.,COOP-GT1414-B,GT1414,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de San Andrés Sajcabajá.
Asociación de Productores y Comercializadores de San Andrés Sajcabajá,ASO-GT1414-C,GT1414,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de San Andrés Sajcabajá.
Cooperativa Integral de Producción Agrícola de Uspantán R.L.,COOP-GT1415-A,GT1415,Departamental,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Uspantán.
Cooperativa Integral de Ahorro y Crédito de Uspantán R.L.,COOP-GT1415-B,GT1415,Local,Cooperativa comunitaria que facilita créditos y planes de ahorro a pequeños productores de Uspantán.
Asociación de Productores y Comercializadores de Uspantán,ASO-GT1415-C,GT1415,Departamental,Gremio local de productores dedicado al desarrollo socioeconómico de Uspantán.
Cooperativa Integral de Producción Agrícola de Sacapulas R.L.,COOP-GT1416-A,GT1416,Regional,Entidad cooperativa dedicada al fomento agrícola y comercialización conjunta en el municipio de Sacapulas.
