nombre,ente_certificador,descripcion
Certificación Orgánica y de Origen - Reg COOP-GT1307-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Jacaltenango R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1307-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Jacaltenango R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1307-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Jacaltenango.
Certificación Orgánica y de Origen - Reg COOP-GT1308-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Soloma R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1308-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Soloma R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1308-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Soloma.
Certificación Orgánica y de Origen - Reg COOP-GT1309-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Ixtahuacán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1309-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Ixtahuacán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1309-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Ixtahuacán.
Certificación Orgánica y de Origen - Reg COOP-GT1310-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Santa Bárbara R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1310-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Santa Bárbara R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1310-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Santa Bárbara.
Certificación Orgánica y de Origen - Reg COOP-GT1311-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de La Libertad R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1311-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de La Libertad R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1311-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de La Libertad.
Certificación Orgánica y de Origen - Reg COOP-GT1312-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de La Democracia R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1312-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de La Democracia R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1312-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de La Democracia.
Certificación Orgánica y de Origen - Reg COOP-GT1313-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Miguel Acatán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1313-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Miguel Acatán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1313-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Miguel Acatán.
Certificación Orgánica y de Origen - Reg COOP-GT1314-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Rafael La Independencia R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1314-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Rafael La Independencia R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1314-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Rafael La Independencia.
Certificación Orgánica y de Origen - Reg COOP-GT1315-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Todos Santos Cuchumatán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1315-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Todos Santos Cuchumatán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1315-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Todos Santos Cuchumatán.
Certificación Orgánica y de Origen - Reg COOP-GT1316-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Juan Atitán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1316-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Juan Atitán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1316-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Juan Atitán.
Certificación Orgánica y de Origen - Reg COOP-GT1317-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Santa Eulalia R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1317-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Santa Eulalia R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1317-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Santa Eulalia.
Certificación Orgánica y de Origen - Reg COOP-GT1318-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Mateo Ixtatán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1318-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Mateo Ixtatán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1318-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Mateo Ixtatán.
Certificación Orgánica y de Origen - Reg COOP-GT1319-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Colotenango R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1319-B,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Colotenango R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1319-C,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Colotenango.
Certificación Orgánica y de Origen - Reg COOP-GT1320-A,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Sebastián Huehuetenango R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1320-B,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de San Sebastián Huehuetenango R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1320-C,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de San Sebastián Huehuetenango.
Certificación Orgánica y de Origen - Reg COOP-GT1321-A,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Tectitán R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1321-B,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Tectitán R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1321-C,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Tectitán.
Certificación Orgánica y de Origen - Reg COOP-GT1322-A,ANACAFE,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de Concepción Huista R.L..
Certificación Orgánica y de Origen - Reg COOP-GT1322-B,Rainforest Alliance Central America,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Ahorro y Crédito de Concepción Huista R.L..
Certificación Orgánica y de Origen - Reg ASO-GT1322-C,Símbolo de Pequeños Productores (SPP),Aval y certificación de calidad agrícola o artesanal extendida para la organización Asociación de Productores y Comercializadores de Concepción Huista.
Certificación Orgánica y de Origen - Reg COOP-GT1323-A,Mayacert S.A. Guatemala,Aval y certificación de calidad agrícola o artesanal extendida para la organización Cooperativa Integral de Producción Agrícola de San Juan Ixcoy R.L..
