municipio_pcode,actividad_nombre,cooperativa_nombre,es_principal,volumen_estimado,cantidad_productores_est,empleo_generado_est,ciclo_cosecha_meses,destino_principal
GT1308,Cultivo de Frijol en Soloma,,false,Bajo,722,242,Mayo-Septiembre,Autoconsumo
GT1308,Cultivo de Café en Soloma,Cooperativa Integral de Producción Agrícola de Soloma R.L.,true,Medio,533,3173,Noviembre-Marzo,Mercado Nacional
GT1308,Apicultura en Soloma,Asociación de Productores y Comercializadores de Soloma,true,Medio,1344,1794,Diario,Mercado Nacional
GT1309,Cultivo de Maíz en Ixtahuacán,Cooperativa Integral de Producción Agrícola de Ixtahuacán R.L.,false,Medio,1115,329,Mayo-Noviembre,Autoconsumo
GT1309,Cultivo de Frijol en Ixtahuacán,,false,Bajo,351,140,Mayo-Septiembre,Autoconsumo
GT1309,Cultivo de Café en Ixtahuacán,Cooperativa Integral de Producción Agrícola de Ixtahuacán R.L.,true,Alto,510,1599,Noviembre-Marzo,Autoconsumo
GT1309,Apicultura en Ixtahuacán,Asociación de Productores y Comercializadores de Ixtahuacán,true,Alto,824,1808,Diario,Autoconsumo
GT1310,Cultivo de Maíz en Santa Bárbara,Cooperativa Integral de Producción Agrícola de Santa Bárbara R.L.,false,Medio,755,458,Mayo-Noviembre,Autoconsumo
GT1310,Cultivo de Frijol en Santa Bárbara,,false,Bajo,356,274,Mayo-Septiembre,Autoconsumo
GT1310,Cultivo de Café en Santa Bárbara,Cooperativa Integral de Producción Agrícola de Santa Bárbara R.L.,true,Medio,454,1725,Noviembre-Marzo,Mixto
GT1310,Apicultura en Santa Bárbara,Asociación de Productores y Comercializadores de Santa Bárbara,true,Medio,1311,2900,Diario,Mixto
GT1311,Cultivo de Maíz en La Libertad,Cooperativa Integral de Producción Agrícola de La Libertad R.L.,false,Medio,1319,498,Mayo-Noviembre,Autoconsumo
GT1311,Cultivo de Frijol en La Libertad,,false,Bajo,778,244,Mayo-Septiembre,Autoconsumo
GT1311,Cultivo de Café en La Libertad,Cooperativa Integral de Producción Agrícola de La Libertad R.L.,true,Alto,961,4539,Noviembre-Marzo,Exportación
GT1311,Apicultura en La Libertad,Asociación de Productores y Comercializadores de La Libertad,true,Alto,947,1618,Diario,Exportación
GT1312,Cultivo de Maíz en La Democracia,Cooperativa Integral de Producción Agrícola de La Democracia R.L.,false,Medio,1300,184,Mayo-Noviembre,Autoconsumo
GT1312,Cultivo de Frijol en La Democracia,,false,Bajo,680,193,Mayo-Septiembre,Autoconsumo
GT1312,Cultivo de Café en La Democracia,Cooperativa Integral de Producción Agrícola de La Democracia R.L.,true,Medio,920,4261,Noviembre-Marzo,Mercado Nacional
GT1312,Apicultura en La Democracia,Asociación de Productores y Comercializadores de La Democracia,true,Medio,862,3422,Diario,Mercado Nacional
GT1313,Cultivo de Maíz en San Miguel Acatán,Cooperativa Integral de Producción Agrícola de San Miguel Acatán R.L.,false,Medio,515,330,Mayo-Noviembre,Autoconsumo
GT1313,Cultivo de Frijol en San Miguel Acatán,,false,Bajo,719,98,Mayo-Septiembre,Autoconsumo
GT1313,Cultivo de Café en San Miguel Acatán,Cooperativa Integral de Producción Agrícola de San Miguel Acatán R.L.,true,Alto,935,2891,Noviembre-Marzo,Autoconsumo
GT1313,Apicultura en San Miguel Acatán,Asociación de Productores y Comercializadores de San Miguel Acatán,true,Alto,1225,1154,Diario,Autoconsumo
GT1314,Cultivo de Maíz en San Rafael La Independencia,Cooperativa Integral de Producción Agrícola de San Rafael La Independencia R.L.,false,Medio,516,338,Mayo-Noviembre,Autoconsumo
GT1314,Cultivo de Frijol en San Rafael La Independencia,,false,Bajo,493,99,Mayo-Septiembre,Autoconsumo
GT1314,Cultivo de Café en San Rafael La Independencia,Cooperativa Integral de Producción Agrícola de San Rafael La Independencia R.L.,true,Medio,484,3519,Noviembre-Marzo,Mixto
GT1314,Apicultura en San Rafael La Independencia,Asociación de Productores y Comercializadores de San Rafael La Independencia,true,Medio,1338,2574,Diario,Mixto
GT1315,Cultivo de Maíz en Todos Santos Cuchumatán,Cooperativa Integral de Producción Agrícola de Todos Santos Cuchumatán R.L.,false,Medio,1347,447,Mayo-Noviembre,Autoconsumo
GT1315,Cultivo de Frijol en Todos Santos Cuchumatán,,false,Bajo,767,282,Mayo-Septiembre,Autoconsumo
GT1315,Cultivo de Café en Todos Santos Cuchumatán,Cooperativa Integral de Producción Agrícola de Todos Santos Cuchumatán R.L.,true,Alto,384,2842,Noviembre-Marzo,Exportación
GT1315,Apicultura en Todos Santos Cuchumatán,Asociación de Productores y Comercializadores de Todos Santos Cuchumatán,true,Alto,1470,3669,Diario,Exportación
GT1316,Cultivo de Maíz en San Juan Atitán,Cooperativa Integral de Producción Agrícola de San Juan Atitán R.L.,false,Medio,785,314,Mayo-Noviembre,Autoconsumo
GT1316,Cultivo de Frijol en San Juan Atitán,,false,Bajo,687,208,Mayo-Septiembre,Autoconsumo
GT1316,Cultivo de Café en San Juan Atitán,Cooperativa Integral de Producción Agrícola de San Juan Atitán R.L.,true,Medio,608,4922,Noviembre-Marzo,Mercado Nacional
GT1316,Apicultura en San Juan Atitán,Asociación de Productores y Comercializadores de San Juan Atitán,true,Medio,426,2845,Diario,Mercado Nacional
GT1317,Cultivo de Maíz en Santa Eulalia,Cooperativa Integral de Producción Agrícola de Santa Eulalia R.L.,false,Medio,611,565,Mayo-Noviembre,Autoconsumo
GT1317,Cultivo de Frijol en Santa Eulalia,,false,Bajo,551,262,Mayo-Septiembre,Autoconsumo
GT1317,Cultivo de Café en Santa Eulalia,Cooperativa Integral de Producción Agrícola de Santa Eulalia R.L.,true,Alto,472,3066,Noviembre-Marzo,Autoconsumo
GT1317,Apicultura en Santa Eulalia,Asociación de Productores y Comercializadores de Santa Eulalia,true,Alto,653,1160,Diario,Autoconsumo
GT1318,Cultivo de Maíz en San Mateo Ixtatán,Cooperativa Integral de Producción Agrícola de San Mateo Ixtatán R.L.,false,Medio,907,512,Mayo-Noviembre,Autoconsumo
GT1318,Cultivo de Frijol en San Mateo Ixtatán,,false,Bajo,648,192,Mayo-Septiembre,Autoconsumo
GT1318,Cultivo de Café en San Mateo Ixtatán,Cooperativa Integral de Producción Agrícola de San Mateo Ixtatán R.L.,true,Medio,1373,3141,Noviembre-Marzo,Mixto
GT1318,Apicultura en San Mateo Ixtatán,Asociación de Productores y Comercializadores de San Mateo Ixtatán,true,Medio,625,2490,Diario,Mixto
GT1319,Cultivo de Maíz en Colotenango,Cooperativa Integral de Producción Agrícola de Colotenango R.L.,false,Medio,1163,294,Mayo-Noviembre,Autoconsumo
GT1319,Cultivo de Frijol en Colotenango,,false,Bajo,596,184,Mayo-Septiembre,Autoconsumo
GT1319,Cultivo de Café en Colotenango,Cooperativa Integral de Producción Agrícola de Colotenango R.L.,true,Alto,992,3780,Noviembre-Marzo,Exportación
GT1319,Apicultura en Colotenango,Asociación de Productores y Comercializadores de Colotenango,true,Alto,407,4232,Diario,Exportación
GT1320,Cultivo de Maíz en San Sebastián Huehuetenango,Cooperativa Integral de Producción Agrícola de San Sebastián Huehuetenango R.L.,false,Medio,1085,183,Mayo-Noviembre,Autoconsumo
GT1320,Cultivo de Frijol en San Sebastián Huehuetenango,,false,Bajo,537,104,Mayo-Septiembre,Autoconsumo
GT1320,Cultivo de Café en San Sebastián Huehuetenango,Cooperativa Integral de Producción Agrícola de San Sebastián Huehuetenango R.L.,true,Medio,1442,3778,Noviembre-Marzo,Mercado Nacional
GT1320,Apicultura en San Sebastián Huehuetenango,Asociación de Productores y Comercializadores de San Sebastián Huehuetenango,true,Medio,1091,2163,Diario,Mercado Nacional
GT1321,Cultivo de Maíz en Tectitán,Cooperativa Integral de Producción Agrícola de Tectitán R.L.,false,Medio,916,520,Mayo-Noviembre,Autoconsumo
GT1321,Cultivo de Frijol en Tectitán,,false,Bajo,353,165,Mayo-Septiembre,Autoconsumo
GT1321,Cultivo de Café en Tectitán,Cooperativa Integral de Producción Agrícola de Tectitán R.L.,true,Alto,466,3386,Noviembre-Marzo,Autoconsumo
GT1321,Apicultura en Tectitán,Asociación de Productores y Comercializadores de Tectitán,true,Alto,589,4754,Diario,Autoconsumo
GT1322,Cultivo de Maíz en Concepción Huista,Cooperativa Integral de Producción Agrícola de Concepción Huista R.L.,false,Medio,1116,308,Mayo-Noviembre,Autoconsumo
GT1322,Cultivo de Frijol en Concepción Huista,,false,Bajo,601,113,Mayo-Septiembre,Autoconsumo
GT1322,Cultivo de Café en Concepción Huista,Cooperativa Integral de Producción Agrícola de Concepción Huista R.L.,true,Medio,473,2268,Noviembre-Marzo,Mixto
GT1322,Apicultura en Concepción Huista,Asociación de Productores y Comercializadores de Concepción Huista,true,Medio,1444,2542,Diario,Mixto
GT1323,Cultivo de Maíz en San Juan Ixcoy,Cooperativa Integral de Producción Agrícola de San Juan Ixcoy R.L.,false,Medio,1072,566,Mayo-Noviembre,Autoconsumo
GT1323,Cultivo de Frijol en San Juan Ixcoy,,false,Bajo,330,251,Mayo-Septiembre,Autoconsumo
GT1323,Cultivo de Café en San Juan Ixcoy,Cooperativa Integral de Producción Agrícola de San Juan Ixcoy R.L.,true,Alto,1378,1382,Noviembre-Marzo,Exportación
GT1323,Apicultura en San Juan Ixcoy,Asociación de Productores y Comercializadores de San Juan Ixcoy,true,Alto,1167,3082,Diario,Exportación
GT1324,Cultivo de Maíz en San Antonio Huista,Cooperativa Integral de Producción Agrícola de San Antonio Huista R.L.,false,Medio,1141,159,Mayo-Noviembre,Autoconsumo
GT1324,Cultivo de Frijol en San Antonio Huista,,false,Bajo,571,159,Mayo-Septiembre,Autoconsumo
GT1324,Cultivo de Café en San Antonio Huista,Cooperativa Integral de Producción Agrícola de San Antonio Huista R.L.,true,Medio,669,4895,Noviembre-Marzo,Mercado Nacional
GT1324,Apicultura en San Antonio Huista,Asociación de Productores y Comercializadores de San Antonio Huista,true,Medio,738,2399,Diario,Mercado Nacional
GT1325,Cultivo de Maíz en San Sebastián Coatán,Cooperativa Integral de Producción Agrícola de San Sebastián Coatán R.L.,false,Medio,1395,248,Mayo-Noviembre,Autoconsumo
GT1325,Cultivo de Frijol en San Sebastián Coatán,,false,Bajo,431,115,Mayo-Septiembre,Autoconsumo
GT1325,Cultivo de Café en San Sebastián Coatán,Cooperativa Integral de Producción Agrícola de San Sebastián Coatán R.L.,true,Alto,617,1316,Noviembre-Marzo,Autoconsumo
GT1325,Apicultura en San Sebastián Coatán,Asociación de Productores y Comercializadores de San Sebastián Coatán,true,Alto,905,4458,Diario,Autoconsumo
GT1326,Cultivo de Maíz en Barillas,Cooperativa Integral de Producción Agrícola de Barillas R.L.,false,Medio,607,409,Mayo-Noviembre,Autoconsumo
GT1326,Cultivo de Frijol en Barillas,,false,Bajo,752,293,Mayo-Septiembre,Autoconsumo
GT1326,Cultivo de Café en Barillas,Cooperativa Integral de Producción Agrícola de Barillas R.L.,true,Medio,1378,1154,Noviembre-Marzo,Mixto
GT1326,Apicultura en Barillas,Asociación de Productores y Comercializadores de Barillas,true,Medio,989,4589,Diario,Mixto
GT1327,Cultivo de Maíz en Aguacatán,Cooperativa Integral de Producción Agrícola de Aguacatán R.L.,false,Medio,668,455,Mayo-Noviembre,Autoconsumo
GT1327,Cultivo de Frijol en Aguacatán,,false,Bajo,585,119,Mayo-Septiembre,Autoconsumo
GT1327,Cultivo de Café en Aguacatán,Cooperativa Integral de Producción Agrícola de Aguacatán R.L.,true,Alto,632,1740,Noviembre-Marzo,Exportación
GT1327,Apicultura en Aguacatán,Asociación de Productores y Comercializadores de Aguacatán,true,Alto,639,3953,Diario,Exportación
GT1328,Cultivo de Maíz en San Rafael Petzal,Cooperativa Integral de Producción Agrícola de San Rafael Petzal R.L.,false,Medio,1296,172,Mayo-Noviembre,Autoconsumo
GT1328,Cultivo de Frijol en San Rafael Petzal,,false,Bajo,620,173,Mayo-Septiembre,Autoconsumo
GT1328,Cultivo de Café en San Rafael Petzal,Cooperativa Integral de Producción Agrícola de San Rafael Petzal R.L.,true,Medio,786,4971,Noviembre-Marzo,Mercado Nacional
GT1328,Apicultura en San Rafael Petzal,Asociación de Productores y Comercializadores de San Rafael Petzal,true,Medio,1209,3500,Diario,Mercado Nacional
GT1329,Cultivo de Maíz en San Gaspar Ixchil,Cooperativa Integral de Producción Agrícola de San Gaspar Ixchil R.L.,false,Medio,983,535,Mayo-Noviembre,Autoconsumo
GT1329,Cultivo de Frijol en San Gaspar Ixchil,,false,Bajo,659,139,Mayo-Septiembre,Autoconsumo
GT1329,Cultivo de Café en San Gaspar Ixchil,Cooperativa Integral de Producción Agrícola de San Gaspar Ixchil R.L.,true,Alto,1393,1979,Noviembre-Marzo,Autoconsumo
GT1329,Apicultura en San Gaspar Ixchil,Asociación de Productores y Comercializadores de San Gaspar Ixchil,true,Alto,933,4955,Diario,Autoconsumo
GT1330,Cultivo de Maíz en Santiago Chimaltenango,Cooperativa Integral de Producción Agrícola de Santiago Chimaltenango R.L.,false,Medio,1360,577,Mayo-Noviembre,Autoconsumo
GT1330,Cultivo de Frijol en Santiago Chimaltenango,,false,Bajo,398,174,Mayo-Septiembre,Autoconsumo
GT1330,Cultivo de Café en Santiago Chimaltenango,Cooperativa Integral de Producción Agrícola de Santiago Chimaltenango R.L.,true,Medio,1468,2804,Noviembre-Marzo,Mixto
GT1330,Apicultura en Santiago Chimaltenango,Asociación de Productores y Comercializadores de Santiago Chimaltenango,true,Medio,1245,4151,Diario,Mixto
GT1331,Cultivo de Maíz en Santa Ana Huista,Cooperativa Integral de Producción Agrícola de Santa Ana Huista R.L.,false,Medio,977,548,Mayo-Noviembre,Autoconsumo
GT1331,Cultivo de Frijol en Santa Ana Huista,,false,Bajo,591,208,Mayo-Septiembre,Autoconsumo
GT1331,Cultivo de Café en Santa Ana Huista,Cooperativa Integral de Producción Agrícola de Santa Ana Huista R.L.,true,Alto,1380,2714,Noviembre-Marzo,Exportación
GT1331,Apicultura en Santa Ana Huista,Asociación de Productores y Comercializadores de Santa Ana Huista,true,Alto,631,4345,Diario,Exportación
GT1332,Cultivo de Maíz en Unión Cantinil,Cooperativa Integral de Producción Agrícola de Unión Cantinil R.L.,false,Medio,808,560,Mayo-Noviembre,Autoconsumo
GT1332,Cultivo de Frijol en Unión Cantinil,,false,Bajo,341,144,Mayo-Septiembre,Autoconsumo
GT1332,Cultivo de Café en Unión Cantinil,Cooperativa Integral de Producción Agrícola de Unión Cantinil R.L.,true,Medio,406,3626,Noviembre-Marzo,Mercado Nacional
GT1332,Apicultura en Unión Cantinil,Asociación de Productores y Comercializadores de Unión Cantinil,true,Medio,1284,4580,Diario,Mercado Nacional
GT1333,Cultivo de Maíz en Petatán,Cooperativa Integral de Producción Agrícola de Petatán R.L.,false,Medio,1160,433,Mayo-Noviembre,Autoconsumo
GT1333,Cultivo de Frijol en Petatán,,false,Bajo,305,262,Mayo-Septiembre,Autoconsumo
GT1333,Cultivo de Café en Petatán,Cooperativa Integral de Producción Agrícola de Petatán R.L.,true,Alto,1356,4486,Noviembre-Marzo,Autoconsumo
GT1333,Apicultura en Petatán,Asociación de Productores y Comercializadores de Petatán,true,Alto,555,2167,Diario,Autoconsumo
GT1401,Cultivo de Maíz en Santa Cruz del Quiché,Cooperativa Integral de Producción Agrícola de Santa Cruz del Quiché R.L.,false,Medio,571,540,Mayo-Noviembre,Autoconsumo
GT1401,Cultivo de Frijol en Santa Cruz del Quiché,,false,Bajo,364,149,Mayo-Septiembre,Autoconsumo
GT1401,Producción de Tejidos Mayas en Santa Cruz del Quiché,Asociación de Productores y Comercializadores de Santa Cruz del Quiché,true,Medio,1220,4708,Diario,Mixto
GT1401,Producción de Cestería en Santa Cruz del Quiché,Asociación de Productores y Comercializadores de Santa Cruz del Quiché,true,Medio,1351,1603,Diario,Mixto
GT1402,Cultivo de Maíz en Chiché,Cooperativa Integral de Producción Agrícola de Chiché R.L.,false,Medio,1295,196,Mayo-Noviembre,Autoconsumo
GT1402,Cultivo de Frijol en Chiché,,false,Bajo,427,289,Mayo-Septiembre,Autoconsumo
GT1402,Producción de Tejidos Mayas en Chiché,Asociación de Productores y Comercializadores de Chiché,true,Alto,1223,4623,Diario,Exportación
GT1402,Producción de Cestería en Chiché,Asociación de Productores y Comercializadores de Chiché,true,Alto,1015,4811,Diario,Exportación
GT1403,Cultivo de Maíz en Chinique,Cooperativa Integral de Producción Agrícola de Chinique R.L.,false,Medio,454,362,Mayo-Noviembre,Autoconsumo
GT1403,Cultivo de Frijol en Chinique,,false,Bajo,254,181,Mayo-Septiembre,Autoconsumo
GT1403,Producción de Tejidos Mayas en Chinique,Asociación de Productores y Comercializadores de Chinique,true,Medio,1328,2531,Diario,Mercado Nacional
GT1403,Producción de Cestería en Chinique,Asociación de Productores y Comercializadores de Chinique,true,Medio,782,2581,Diario,Mercado Nacional
GT1404,Cultivo de Maíz en Zacualpa,Cooperativa Integral de Producción Agrícola de Zacualpa R.L.,false,Medio,567,341,Mayo-Noviembre,Autoconsumo
GT1404,Cultivo de Frijol en Zacualpa,,false,Bajo,429,87,Mayo-Septiembre,Autoconsumo
GT1404,Producción de Tejidos Mayas en Zacualpa,Asociación de Productores y Comercializadores de Zacualpa,true,Alto,952,4812,Diario,Autoconsumo
GT1404,Producción de Cestería en Zacualpa,Asociación de Productores y Comercializadores de Zacualpa,true,Alto,502,4437,Diario,Autoconsumo
GT1405,Cultivo de Maíz en Chajul,Cooperativa Integral de Producción Agrícola de Chajul R.L.,false,Medio,1086,555,Mayo-Noviembre,Autoconsumo
GT1405,Cultivo de Frijol en Chajul,,false,Bajo,349,115,Mayo-Septiembre,Autoconsumo
GT1405,Producción de Tejidos Mayas en Chajul,Asociación de Productores y Comercializadores de Chajul,true,Medio,378,2175,Diario,Mixto
GT1405,Producción de Cestería en Chajul,Asociación de Productores y Comercializadores de Chajul,true,Medio,1267,3851,Diario,Mixto
GT1406,Cultivo de Maíz en Chichicastenango,Cooperativa Integral de Producción Agrícola de Chichicastenango R.L.,false,Medio,684,538,Mayo-Noviembre,Autoconsumo
GT1406,Cultivo de Frijol en Chichicastenango,,false,Bajo,680,194,Mayo-Septiembre,Autoconsumo
GT1406,Producción de Tejidos Mayas en Chichicastenango,Asociación de Productores y Comercializadores de Chichicastenango,true,Alto,310,4710,Diario,Exportación
GT1406,Producción de Cestería en Chichicastenango,Asociación de Productores y Comercializadores de Chichicastenango,true,Alto,462,1077,Diario,Exportación
GT1407,Cultivo de Maíz en Patzité,Cooperativa Integral de Producción Agrícola de Patzité R.L.,false,Medio,924,260,Mayo-Noviembre,Autoconsumo
GT1407,Cultivo de Frijol en Patzité,,false,Bajo,353,220,Mayo-Septiembre,Autoconsumo
GT1407,Producción de Tejidos Mayas en Patzité,Asociación de Productores y Comercializadores de Patzité,true,Medio,1380,2733,Diario,Mercado Nacional
GT1407,Producción de Cestería en Patzité,Asociación de Productores y Comercializadores de Patzité,true,Medio,527,4179,Diario,Mercado Nacional
GT1408,Cultivo de Maíz en San Antonio Ilotenango,Cooperativa Integral de Producción Agrícola de San Antonio Ilotenango R.L.,false,Medio,990,271,Mayo-Noviembre,Autoconsumo
GT1408,Cultivo de Frijol en San Antonio Ilotenango,,false,Bajo,508,111,Mayo-Septiembre,Autoconsumo
