nombre,categoria,descripcion
Cultivo de Café en San Miguel Acatán,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Miguel Acatán, Huehuetenango."
Apicultura en San Miguel Acatán,Agrícola,"Producción de miel de abeja y cera en San Miguel Acatán, Huehuetenango."
Cultivo de Maíz en San Rafael La Independencia,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Rafael La Independencia, departamento de Huehuetenango."
Cultivo de Frijol en San Rafael La Independencia,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Rafael La Independencia, departamento de Huehuetenango."
Cultivo de Café en San Rafael La Independencia,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Rafael La Independencia, Huehuetenango."
Apicultura en San Rafael La Independencia,Agrícola,"Producción de miel de abeja y cera en San Rafael La Independencia, Huehuetenango."
Cultivo de Maíz en Todos Santos Cuchumatán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Todos Santos Cuchumatán, departamento de Huehuetenango."
Cultivo de Frijol en Todos Santos Cuchumatán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Todos Santos Cuchumatán, departamento de Huehuetenango."
Cultivo de Café en Todos Santos Cuchumatán,Agrícola,"Producción de café especial de altura en el municipio montañoso de Todos Santos Cuchumatán, Huehuetenango."
Apicultura en Todos Santos Cuchumatán,Agrícola,"Producción de miel de abeja y cera en Todos Santos Cuchumatán, Huehuetenango."
Cultivo de Maíz en San Juan Atitán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Juan Atitán, departamento de Huehuetenango."
Cultivo de Frijol en San Juan Atitán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Juan Atitán, departamento de Huehuetenango."
Cultivo de Café en San Juan Atitán,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Juan Atitán, Huehuetenango."
Apicultura en San Juan Atitán,Agrícola,"Producción de miel de abeja y cera en San Juan Atitán, Huehuetenango."
Cultivo de Maíz en Santa Eulalia,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santa Eulalia, departamento de Huehuetenango."
Cultivo de Frijol en Santa Eulalia,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santa Eulalia, departamento de Huehuetenango."
Cultivo de Café en Santa Eulalia,Agrícola,"Producción de café especial de altura en el municipio montañoso de Santa Eulalia, Huehuetenango."
Apicultura en Santa Eulalia,Agrícola,"Producción de miel de abeja y cera en Santa Eulalia, Huehuetenango."
Cultivo de Maíz en San Mateo Ixtatán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Mateo Ixtatán, departamento de Huehuetenango."
Cultivo de Frijol en San Mateo Ixtatán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Mateo Ixtatán, departamento de Huehuetenango."
Cultivo de Café en San Mateo Ixtatán,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Mateo Ixtatán, Huehuetenango."
Apicultura en San Mateo Ixtatán,Agrícola,"Producción de miel de abeja y cera en San Mateo Ixtatán, Huehuetenango."
Cultivo de Maíz en Colotenango,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Colotenango, departamento de Huehuetenango."
Cultivo de Frijol en Colotenango,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Colotenango, departamento de Huehuetenango."
Cultivo de Café en Colotenango,Agrícola,"Producción de café especial de altura en el municipio montañoso de Colotenango, Huehuetenango."
Apicultura en Colotenango,Agrícola,"Producción de miel de abeja y cera en Colotenango, Huehuetenango."
Cultivo de Maíz en San Sebastián Huehuetenango,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Sebastián Huehuetenango, departamento de Huehuetenango."
Cultivo de Frijol en San Sebastián Huehuetenango,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Sebastián Huehuetenango, departamento de Huehuetenango."
Cultivo de Café en San Sebastián Huehuetenango,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Sebastián Huehuetenango, Huehuetenango."
Apicultura en San Sebastián Huehuetenango,Agrícola,"Producción de miel de abeja y cera en San Sebastián Huehuetenango, Huehuetenango."
Cultivo de Maíz en Tectitán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Tectitán, departamento de Huehuetenango."
Cultivo de Frijol en Tectitán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Tectitán, departamento de Huehuetenango."
Cultivo de Café en Tectitán,Agrícola,"Producción de café especial de altura en el municipio montañoso de Tectitán, Huehuetenango."
Apicultura en Tectitán,Agrícola,"Producción de miel de abeja y cera en Tectitán, Huehuetenango."
Cultivo de Maíz en Concepción Huista,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Concepción Huista, departamento de Huehuetenango."
Cultivo de Frijol en Concepción Huista,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Concepción Huista, departamento de Huehuetenango."
Cultivo de Café en Concepción Huista,Agrícola,"Producción de café especial de altura en el municipio montañoso de Concepción Huista, Huehuetenango."
Apicultura en Concepción Huista,Agrícola,"Producción de miel de abeja y cera en Concepción Huista, Huehuetenango."
Cultivo de Maíz en San Juan Ixcoy,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Juan Ixcoy, departamento de Huehuetenango."
Cultivo de Frijol en San Juan Ixcoy,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Juan Ixcoy, departamento de Huehuetenango."
Cultivo de Café en San Juan Ixcoy,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Juan Ixcoy, Huehuetenango."
Apicultura en San Juan Ixcoy,Agrícola,"Producción de miel de abeja y cera en San Juan Ixcoy, Huehuetenango."
Cultivo de Maíz en San Antonio Huista,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Antonio Huista, departamento de Huehuetenango."
Cultivo de Frijol en San Antonio Huista,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Antonio Huista, departamento de Huehuetenango."
Cultivo de Café en San Antonio Huista,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Antonio Huista, Huehuetenango."
Apicultura en San Antonio Huista,Agrícola,"Producción de miel de abeja y cera en San Antonio Huista, Huehuetenango."
Cultivo de Maíz en San Sebastián Coatán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Sebastián Coatán, departamento de Huehuetenango."
Cultivo de Frijol en San Sebastián Coatán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Sebastián Coatán, departamento de Huehuetenango."
Cultivo de Café en San Sebastián Coatán,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Sebastián Coatán, Huehuetenango."
Apicultura en San Sebastián Coatán,Agrícola,"Producción de miel de abeja y cera en San Sebastián Coatán, Huehuetenango."
Cultivo de Maíz en Barillas,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Barillas, departamento de Huehuetenango."
Cultivo de Frijol en Barillas,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Barillas, departamento de Huehuetenango."
Cultivo de Café en Barillas,Agrícola,"Producción de café especial de altura en el municipio montañoso de Barillas, Huehuetenango."
Apicultura en Barillas,Agrícola,"Producción de miel de abeja y cera en Barillas, Huehuetenango."
Cultivo de Maíz en Aguacatán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Aguacatán, departamento de Huehuetenango."
Cultivo de Frijol en Aguacatán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Aguacatán, departamento de Huehuetenango."
Cultivo de Café en Aguacatán,Agrícola,"Producción de café especial de altura en el municipio montañoso de Aguacatán, Huehuetenango."
Apicultura en Aguacatán,Agrícola,"Producción de miel de abeja y cera en Aguacatán, Huehuetenango."
Cultivo de Maíz en San Rafael Petzal,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Rafael Petzal, departamento de Huehuetenango."
Cultivo de Frijol en San Rafael Petzal,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Rafael Petzal, departamento de Huehuetenango."
Cultivo de Café en San Rafael Petzal,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Rafael Petzal, Huehuetenango."
Apicultura en San Rafael Petzal,Agrícola,"Producción de miel de abeja y cera en San Rafael Petzal, Huehuetenango."
Cultivo de Maíz en San Gaspar Ixchil,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de San Gaspar Ixchil, departamento de Huehuetenango."
Cultivo de Frijol en San Gaspar Ixchil,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de San Gaspar Ixchil, departamento de Huehuetenango."
Cultivo de Café en San Gaspar Ixchil,Agrícola,"Producción de café especial de altura en el municipio montañoso de San Gaspar Ixchil, Huehuetenango."
Apicultura en San Gaspar Ixchil,Agrícola,"Producción de miel de abeja y cera en San Gaspar Ixchil, Huehuetenango."
Cultivo de Maíz en Santiago Chimaltenango,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santiago Chimaltenango, departamento de Huehuetenango."
Cultivo de Frijol en Santiago Chimaltenango,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santiago Chimaltenango, departamento de Huehuetenango."
Cultivo de Café en Santiago Chimaltenango,Agrícola,"Producción de café especial de altura en el municipio montañoso de Santiago Chimaltenango, Huehuetenango."
Apicultura en Santiago Chimaltenango,Agrícola,"Producción de miel de abeja y cera en Santiago Chimaltenango, Huehuetenango."
Cultivo de Maíz en Santa Ana Huista,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Santa Ana Huista, departamento de Huehuetenango."
Cultivo de Frijol en Santa Ana Huista,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Santa Ana Huista, departamento de Huehuetenango."
Cultivo de Café en Santa Ana Huista,Agrícola,"Producción de café especial de altura en el municipio montañoso de Santa Ana Huista, Huehuetenango."
Apicultura en Santa Ana Huista,Agrícola,"Producción de miel de abeja y cera en Santa Ana Huista, Huehuetenango."
Cultivo de Maíz en Unión Cantinil,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Unión Cantinil, departamento de Huehuetenango."
Cultivo de Frijol en Unión Cantinil,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Unión Cantinil, departamento de Huehuetenango."
Cultivo de Café en Unión Cantinil,Agrícola,"Producción de café especial de altura en el municipio montañoso de Unión Cantinil, Huehuetenango."
Apicultura en Unión Cantinil,Agrícola,"Producción de miel de abeja y cera en Unión Cantinil, Huehuetenango."
Cultivo de Maíz en Petatán,Agrícola,"Producción local y siembra tradicional de maíz para consumo básico en el municipio de Petatán, departamento de Huehuetenango."
Cultivo de Frijol en Petatán,Agrícola,"Siembra y cosecha de frijol negro tradicional como base alimentaria en el municipio de Petatán, departamento de Huehuetenango."
