municipio_pcode,actividad_nombre,certificacion_nombre,porcentaje_produccion,fecha_auditoria
GT2009,Producción Ganadera en Quezaltepeque,Certificación Orgánica y de Origen - Reg ASO-GT2009-C,84.00,2026-03-15
GT2010,Cultivo de Maíz en San Jacinto,Certificación Orgánica y de Origen - Reg COOP-GT2010-A,87.00,2026-03-15
GT2010,Cultivo de Frijol en San Jacinto,Certificación Orgánica y de Origen - Reg COOP-GT2010-B,76.00,2026-03-15
GT2010,Producción Ganadera en San Jacinto,Certificación Orgánica y de Origen - Reg ASO-GT2010-C,81.00,2026-03-15
GT2011,Cultivo de Maíz en Ipala,Certificación Orgánica y de Origen - Reg COOP-GT2011-A,91.00,2026-03-15
GT2011,Cultivo de Frijol en Ipala,Certificación Orgánica y de Origen - Reg COOP-GT2011-B,70.00,2026-03-15
GT2011,Producción Ganadera en Ipala,Certificación Orgánica y de Origen - Reg ASO-GT2011-C,78.00,2026-03-15
GT2101,Cultivo de Maíz en Jalapa,Certificación Orgánica y de Origen - Reg COOP-GT2101-A,84.00,2026-03-15
GT2101,Cultivo de Frijol en Jalapa,Certificación Orgánica y de Origen - Reg COOP-GT2101-B,51.00,2026-03-15
GT2101,Producción Ganadera en Jalapa,Certificación Orgánica y de Origen - Reg ASO-GT2101-C,75.00,2026-03-15
GT2102,Cultivo de Maíz en San Pedro Pinula,Certificación Orgánica y de Origen - Reg COOP-GT2102-A,88.00,2026-03-15
GT2102,Cultivo de Frijol en San Pedro Pinula,Certificación Orgánica y de Origen - Reg COOP-GT2102-B,64.00,2026-03-15
GT2102,Producción Ganadera en San Pedro Pinula,Certificación Orgánica y de Origen - Reg ASO-GT2102-C,78.00,2026-03-15
GT2103,Cultivo de Maíz en San Luis Jilotepeque,Certificación Orgánica y de Origen - Reg COOP-GT2103-A,64.00,2026-03-15
GT2103,Cultivo de Frijol en San Luis Jilotepeque,Certificación Orgánica y de Origen - Reg COOP-GT2103-B,72.00,2026-03-15
GT2103,Producción Ganadera en San Luis Jilotepeque,Certificación Orgánica y de Origen - Reg ASO-GT2103-C,98.00,2026-03-15
GT2104,Cultivo de Maíz en San Manuel Chaparrón,Certificación Orgánica y de Origen - Reg COOP-GT2104-A,65.00,2026-03-15
GT2104,Cultivo de Frijol en San Manuel Chaparrón,Certificación Orgánica y de Origen - Reg COOP-GT2104-B,68.00,2026-03-15
GT2104,Producción Ganadera en San Manuel Chaparrón,Certificación Orgánica y de Origen - Reg ASO-GT2104-C,96.00,2026-03-15
GT2105,Cultivo de Maíz en San Carlos Alzatate,Certificación Orgánica y de Origen - Reg COOP-GT2105-A,92.00,2026-03-15
GT2105,Cultivo de Frijol en San Carlos Alzatate,Certificación Orgánica y de Origen - Reg COOP-GT2105-B,82.00,2026-03-15
GT2105,Producción Ganadera en San Carlos Alzatate,Certificación Orgánica y de Origen - Reg ASO-GT2105-C,87.00,2026-03-15
GT2106,Cultivo de Maíz en Monjas,Certificación Orgánica y de Origen - Reg COOP-GT2106-A,65.00,2026-03-15
GT2106,Cultivo de Frijol en Monjas,Certificación Orgánica y de Origen - Reg COOP-GT2106-B,67.00,2026-03-15
GT2106,Producción Ganadera en Monjas,Certificación Orgánica y de Origen - Reg ASO-GT2106-C,99.00,2026-03-15
GT2107,Cultivo de Maíz en Mataquescuintla,Certificación Orgánica y de Origen - Reg COOP-GT2107-A,74.00,2026-03-15
GT2107,Cultivo de Frijol en Mataquescuintla,Certificación Orgánica y de Origen - Reg COOP-GT2107-B,56.00,2026-03-15
GT2107,Producción Ganadera en Mataquescuintla,Certificación Orgánica y de Origen - Reg ASO-GT2107-C,73.00,2026-03-15
GT2201,Cultivo de Maíz en Jutiapa,Certificación Orgánica y de Origen - Reg COOP-GT2201-A,64.00,2026-03-15
GT2201,Cultivo de Frijol en Jutiapa,Certificación Orgánica y de Origen - Reg COOP-GT2201-B,73.00,2026-03-15
GT2201,Producción Ganadera en Jutiapa,Certificación Orgánica y de Origen - Reg ASO-GT2201-C,71.00,2026-03-15
GT2202,Cultivo de Maíz en El Progreso,Certificación Orgánica y de Origen - Reg COOP-GT2202-A,94.00,2026-03-15
GT2202,Cultivo de Frijol en El Progreso,Certificación Orgánica y de Origen - Reg COOP-GT2202-B,62.00,2026-03-15
GT2202,Producción Ganadera en El Progreso,Certificación Orgánica y de Origen - Reg ASO-GT2202-C,80.00,2026-03-15
GT2203,Cultivo de Maíz en Santa Catarina Mita,Certificación Orgánica y de Origen - Reg COOP-GT2203-A,72.00,2026-03-15
GT2203,Cultivo de Frijol en Santa Catarina Mita,Certificación Orgánica y de Origen - Reg COOP-GT2203-B,93.00,2026-03-15
GT2203,Producción Ganadera en Santa Catarina Mita,Certificación Orgánica y de Origen - Reg ASO-GT2203-C,80.00,2026-03-15
GT2204,Cultivo de Maíz en Agua Blanca,Certificación Orgánica y de Origen - Reg COOP-GT2204-A,76.00,2026-03-15
GT2204,Cultivo de Frijol en Agua Blanca,Certificación Orgánica y de Origen - Reg COOP-GT2204-B,69.00,2026-03-15
GT2204,Producción Ganadera en Agua Blanca,Certificación Orgánica y de Origen - Reg ASO-GT2204-C,93.00,2026-03-15
GT2205,Cultivo de Maíz en Asunción Mita,Certificación Orgánica y de Origen - Reg COOP-GT2205-A,77.00,2026-03-15
GT2205,Cultivo de Frijol en Asunción Mita,Certificación Orgánica y de Origen - Reg COOP-GT2205-B,62.00,2026-03-15
GT2205,Producción Ganadera en Asunción Mita,Certificación Orgánica y de Origen - Reg ASO-GT2205-C,92.00,2026-03-15
GT2206,Cultivo de Maíz en Yupiltepeque,Certificación Orgánica y de Origen - Reg COOP-GT2206-A,98.00,2026-03-15
GT2206,Cultivo de Frijol en Yupiltepeque,Certificación Orgánica y de Origen - Reg COOP-GT2206-B,58.00,2026-03-15
GT2206,Producción Ganadera en Yupiltepeque,Certificación Orgánica y de Origen - Reg ASO-GT2206-C,97.00,2026-03-15
GT2207,Cultivo de Maíz en Atescatempa,Certificación Orgánica y de Origen - Reg COOP-GT2207-A,94.00,2026-03-15
GT2207,Cultivo de Frijol en Atescatempa,Certificación Orgánica y de Origen - Reg COOP-GT2207-B,66.00,2026-03-15
GT2207,Producción Ganadera en Atescatempa,Certificación Orgánica y de Origen - Reg ASO-GT2207-C,70.00,2026-03-15
GT2208,Cultivo de Maíz en Jerez,Certificación Orgánica y de Origen - Reg COOP-GT2208-A,79.00,2026-03-15
GT2208,Cultivo de Frijol en Jerez,Certificación Orgánica y de Origen - Reg COOP-GT2208-B,68.00,2026-03-15
GT2208,Producción Ganadera en Jerez,Certificación Orgánica y de Origen - Reg ASO-GT2208-C,96.00,2026-03-15
GT2209,Cultivo de Maíz en El Adelanto,Certificación Orgánica y de Origen - Reg COOP-GT2209-A,82.00,2026-03-15
GT2209,Cultivo de Frijol en El Adelanto,Certificación Orgánica y de Origen - Reg COOP-GT2209-B,75.00,2026-03-15
GT2209,Producción Ganadera en El Adelanto,Certificación Orgánica y de Origen - Reg ASO-GT2209-C,100.00,2026-03-15
GT2210,Cultivo de Maíz en Zapotitlán,Certificación Orgánica y de Origen - Reg COOP-GT2210-A,85.00,2026-03-15
GT2210,Cultivo de Frijol en Zapotitlán,Certificación Orgánica y de Origen - Reg COOP-GT2210-B,87.00,2026-03-15
GT2210,Producción Ganadera en Zapotitlán,Certificación Orgánica y de Origen - Reg ASO-GT2210-C,94.00,2026-03-15
GT2211,Cultivo de Maíz en Comapa,Certificación Orgánica y de Origen - Reg COOP-GT2211-A,60.00,2026-03-15
GT2211,Cultivo de Frijol en Comapa,Certificación Orgánica y de Origen - Reg COOP-GT2211-B,80.00,2026-03-15
GT2211,Producción Ganadera en Comapa,Certificación Orgánica y de Origen - Reg ASO-GT2211-C,90.00,2026-03-15
GT2212,Cultivo de Maíz en Jalpatagua,Certificación Orgánica y de Origen - Reg COOP-GT2212-A,92.00,2026-03-15
GT2212,Cultivo de Frijol en Jalpatagua,Certificación Orgánica y de Origen - Reg COOP-GT2212-B,59.00,2026-03-15
GT2212,Producción Ganadera en Jalpatagua,Certificación Orgánica y de Origen - Reg ASO-GT2212-C,97.00,2026-03-15
GT2213,Cultivo de Maíz en Conguaco,Certificación Orgánica y de Origen - Reg COOP-GT2213-A,85.00,2026-03-15
GT2213,Cultivo de Frijol en Conguaco,Certificación Orgánica y de Origen - Reg COOP-GT2213-B,64.00,2026-03-15
GT2213,Producción Ganadera en Conguaco,Certificación Orgánica y de Origen - Reg ASO-GT2213-C,77.00,2026-03-15
GT2214,Cultivo de Maíz en Moyuta,Certificación Orgánica y de Origen - Reg COOP-GT2214-A,73.00,2026-03-15
GT2214,Cultivo de Frijol en Moyuta,Certificación Orgánica y de Origen - Reg COOP-GT2214-B,80.00,2026-03-15
GT2214,Producción Ganadera en Moyuta,Certificación Orgánica y de Origen - Reg ASO-GT2214-C,77.00,2026-03-15
GT2215,Cultivo de Maíz en Pasaco,Certificación Orgánica y de Origen - Reg COOP-GT2215-A,93.00,2026-03-15
GT2215,Cultivo de Frijol en Pasaco,Certificación Orgánica y de Origen - Reg COOP-GT2215-B,87.00,2026-03-15
GT2215,Producción Ganadera en Pasaco,Certificación Orgánica y de Origen - Reg ASO-GT2215-C,95.00,2026-03-15
GT2216,Cultivo de Maíz en San José Acatempa,Certificación Orgánica y de Origen - Reg COOP-GT2216-A,95.00,2026-03-15
GT2216,Cultivo de Frijol en San José Acatempa,Certificación Orgánica y de Origen - Reg COOP-GT2216-B,79.00,2026-03-15
GT2216,Producción Ganadera en San José Acatempa,Certificación Orgánica y de Origen - Reg ASO-GT2216-C,93.00,2026-03-15
GT2217,Cultivo de Maíz en Quesada,Certificación Orgánica y de Origen - Reg COOP-GT2217-A,89.00,2026-03-15
GT2217,Cultivo de Frijol en Quesada,Certificación Orgánica y de Origen - Reg COOP-GT2217-B,71.00,2026-03-15
GT2217,Producción Ganadera en Quesada,Certificación Orgánica y de Origen - Reg ASO-GT2217-C,95.00,2026-03-15
